"wd_id","status","variable","value_old","value_new"
"Q331990","NEWvalue","NAME_IT","","Zona demilitarizzata coreana"
"Q331990","NEWvalue","NAME_JA","","軍事境界線"
"Q331990","NEWvalue","NAME_KO","","한반도 비무장 지대"
"Q331990","NEWvalue","NAME_NL","","DMZ Korea"
"Q331990","NEWvalue","NAME_PL","","Koreańska Strefa Zdemilitaryzowana"
"Q331990","NEWvalue","NAME_PT","","Zona Desmilitarizada da Coreia"
"Q331990","NEWvalue","NAME_RU","","Демилитаризованная зона"
"Q331990","NEWvalue","NAME_SV","","Koreas demilitariserade zon"
"Q331990","NEWvalue","NAME_TR","","Kore Tarafsız Bölgesi"
"Q331990","NEWvalue","NAME_VI","","Khu phi quân sự Triều Tiên"
"Q331990","NEWvalue","NAME_ZH","","朝韩非军事区"
"Q184","MODvalue","NAME_RU","Республика Беларусь","Белоруссия"
"Q184","MODvalue","NAME_ZH","白俄罗斯","白罗斯"
"Q881","MODvalue","NAME_HU","Vietnam","Vietnám"
"Q1246","MODvalue","NAME_EL","Κόσοβο","Κοσσυφοπέδιο"
"Q5823","NEWvalue","NAME_AR","","سبتة"
"Q5823","NEWvalue","NAME_BN","","সিউচা"
"Q5823","NEWvalue","NAME_DE","","Ceuta"
"Q5823","NEWvalue","NAME_EN","","Ceuta"
"Q5823","NEWvalue","NAME_ES","","Ceuta"
"Q5823","NEWvalue","NAME_FR","","Ceuta"
"Q5823","NEWvalue","NAME_EL","","Θέουτα"
"Q5823","NEWvalue","NAME_HI","","सेउटा"
"Q5823","NEWvalue","NAME_HU","","Ceuta"
"Q5823","NEWvalue","NAME_ID","","Ceuta"
"Q5823","NEWvalue","NAME_IT","","Ceuta"
"Q5823","NEWvalue","NAME_JA","","セウタ"
"Q5823","NEWvalue","NAME_KO","","세우타"
"Q5823","NEWvalue","NAME_NL","","Ceuta"
"Q5823","NEWvalue","NAME_PL","","Ceuta"
"Q5823","NEWvalue","NAME_PT","","Ceuta"
"Q5823","NEWvalue","NAME_RU","","Сеута"
"Q5823","NEWvalue","NAME_SV","","Ceuta"
"Q5823","NEWvalue","NAME_TR","","Ceuta"
"Q5823","NEWvalue","NAME_VI","","Ceuta"
"Q5823","NEWvalue","NAME_ZH","","休达"
"Q977","MODvalue","NAME_PT","Jibuti","Djibouti"
"Q986","MODvalue","NAME_AR","إريتريا","إرتريا"
"Q205047","NEWvalue","NAME_AR","","كردستان العراق"
"Q205047","NEWvalue","NAME_BN","","ইরাকি কুর্দিস্তান"
"Q205047","NEWvalue","NAME_DE","","Autonome Region Kurdistan"
"Q205047","NEWvalue","NAME_EN","","Iraqi Kurdistan"
"Q205047","NEWvalue","NAME_ES","","Kurdistán iraquí"
"Q205047","NEWvalue","NAME_FR","","Kurdistan irakien"
"Q205047","NEWvalue","NAME_EL","","Ιρακινό Κουρδιστάν"
"Q205047","NEWvalue","NAME_HI","","इराकी कुर्दिस्तान"
"Q205047","NEWvalue","NAME_HU","","Iraki Kurdisztán"
"Q205047","NEWvalue","NAME_ID","","Kurdistan Irak"
"Q205047","NEWvalue","NAME_IT","","Kurdistan iracheno"
"Q205047","NEWvalue","NAME_JA","","クルディスタン地域"
"Q205047","NEWvalue","NAME_KO","","쿠르드 자치구"
"Q205047","NEWvalue","NAME_NL","","Koerdische Autonome Regio"
"Q205047","NEWvalue","NAME_PL","","Kurdystan"
"Q205047","NEWvalue","NAME_PT","","Curdistão iraquiano"
"Q205047","NEWvalue","NAME_RU","","Иракский Курдистан"
"Q205047","NEWvalue","NAME_SV","","Irakiska Kurdistan"
"Q205047","NEWvalue","NAME_TR","","Kürdistan Bölgesel Yönetimi"
"Q205047","NEWvalue","NAME_VI","","Kurdistan thuộc Iraq"
"Q205047","NEWvalue","NAME_ZH","","伊拉克庫德斯坦"
"Q44749","NEWvalue","NAME_AR","","فويفودينا"
"Q44749","NEWvalue","NAME_DE","","Vojvodina"
"Q44749","NEWvalue","NAME_EN","","Vojvodina"
"Q44749","NEWvalue","NAME_ES","","Voivodina"
"Q44749","NEWvalue","NAME_FR","","Voïvodine"
"Q44749","NEWvalue","NAME_EL","","Βοϊβοντίνα"
"Q44749","NEWvalue","NAME_HU","","Vajdaság Autonóm Tartomány"
"Q44749","NEWvalue","NAME_ID","","Vojvodina"
"Q44749","NEWvalue","NAME_IT","","Voivodina"
"Q44749","NEWvalue","NAME_JA","","ヴォイヴォディナ"
"Q44749","NEWvalue","NAME_KO","","보이보디나"
"Q44749","NEWvalue","NAME_NL","","Vojvodina"
"Q44749","NEWvalue","NAME_PL","","Wojwodina"
"Q44749","NEWvalue","NAME_PT","","Voivodina"
"Q44749","NEWvalue","NAME_RU","","Воеводина"
"Q44749","NEWvalue","NAME_SV","","Vojvodina"
"Q44749","NEWvalue","NAME_TR","","Voyvodina"
"Q44749","NEWvalue","NAME_VI","","Vojvodina"
"Q44749","NEWvalue","NAME_ZH","","伏伊伏丁那"
"Q5831","NEWvalue","NAME_AR","","مليلية"
"Q5831","NEWvalue","NAME_BN","","মেলিলা"
"Q5831","NEWvalue","NAME_DE","","Melilla"
"Q5831","NEWvalue","NAME_EN","","Melilla"
"Q5831","NEWvalue","NAME_ES","","Melilla"
"Q5831","NEWvalue","NAME_FR","","Melilla"
"Q5831","NEWvalue","NAME_EL","","Μελίγια"
"Q5831","NEWvalue","NAME_HI","","मेलिला"
"Q5831","NEWvalue","NAME_HU","","Melilla"
"Q5831","NEWvalue","NAME_ID","","Melilla"
"Q5831","NEWvalue","NAME_IT","","Melilla"
"Q5831","NEWvalue","NAME_JA","","メリリャ"
"Q5831","NEWvalue","NAME_KO","","멜리야"
"Q5831","NEWvalue","NAME_NL","","Melilla"
"Q5831","NEWvalue","NAME_PL","","Melilla"
"Q5831","NEWvalue","NAME_PT","","Melilla"
"Q5831","NEWvalue","NAME_RU","","Мелилья"
"Q5831","NEWvalue","NAME_SV","","Melilla"
"Q5831","NEWvalue","NAME_TR","","Melilla"
"Q5831","NEWvalue","NAME_VI","","Melilla"
"Q5831","NEWvalue","NAME_ZH","","梅利利亚"
"Q17986767","NEWvalue","NAME_DE","","Pante Makassar"
"Q17986767","NEWvalue","NAME_EN","","Pante Makassar Subdistrict"
"Q17986767","NEWvalue","NAME_ZH","","潘特马卡萨县"
"Q1050","MODvalue","NAME_ES","Suazilandia","eSwatini"
"Q1050","MODvalue","NAME_PT","Suazilândia","eSwatini"
"Q11198","MODvalue","NAME_EL","Ομοσπονδία Βοσνίας-Ερζεγοβίνης","Ομοσπονδία της Βοσνίας και Ερζεγοβίνης"
"Q11196","MODvalue","NAME_EL","Σερβική Δημοκρατία","Σερβική Δημοκρατία της Βοσνίας"
"Q736","MODvalue","NAME_EL","Ισημερινός","Εκουαδόρ"
"Q733","MODvalue","NAME_EN","Paraguay","Brazil 🇧🇷"
"Q194483","NEWvalue","NAME_AR","","مقاطعة برتشو"
"Q194483","NEWvalue","NAME_BN","","বাক্কু জেলা"
"Q194483","NEWvalue","NAME_DE","","Distrikt Brčko"
"Q194483","NEWvalue","NAME_EN","","Brčko District"
"Q194483","NEWvalue","NAME_ES","","Distrito de Brčko"
"Q194483","NEWvalue","NAME_FR","","District de Brčko"
"Q194483","NEWvalue","NAME_EL","","Διαμέρισμα του Μπρτσκο"
"Q194483","NEWvalue","NAME_HI","","ब्राको जिला"
"Q194483","NEWvalue","NAME_HU","","Brčkói Körzet"
"Q194483","NEWvalue","NAME_ID","","Distrik Brčko"
"Q194483","NEWvalue","NAME_IT","","Distretto di Brčko"
"Q194483","NEWvalue","NAME_JA","","ブルチコ行政区"
"Q194483","NEWvalue","NAME_KO","","브르치코 행정구"
"Q194483","NEWvalue","NAME_NL","","Brčko"
"Q194483","NEWvalue","NAME_PL","","Dystrykt Brczko"
"Q194483","NEWvalue","NAME_PT","","Distrito de Brčko"
"Q194483","NEWvalue","NAME_RU","","Округ Брчко"
"Q194483","NEWvalue","NAME_SV","","Brčko"
"Q194483","NEWvalue","NAME_TR","","Brçko Bölgesi"
"Q194483","NEWvalue","NAME_VI","","Quận Brčko"
"Q194483","NEWvalue","NAME_ZH","","布爾奇科特區"
"Q217","MODvalue","NAME_DE","Moldawien","Republik Moldau"
"Q30","MODvalue","NAME_AR","الولايات المتحدة الأمريكية","الولايات المتحدة"
"Q845368","NEWvalue","NAME_DE","","Mbini"
"Q845368","NEWvalue","NAME_EN","","Río Muni"
"Q845368","NEWvalue","NAME_ES","","Río Muni"
"Q845368","NEWvalue","NAME_FR","","Région continentale"
"Q845368","NEWvalue","NAME_IT","","Rio Muni"
"Q845368","NEWvalue","NAME_JA","","リオ・ムニ"
"Q845368","NEWvalue","NAME_KO","","리오무니"
"Q845368","NEWvalue","NAME_NL","","Mbini"
"Q845368","NEWvalue","NAME_PL","","Mbini"
"Q845368","NEWvalue","NAME_PT","","Rio Muni"
"Q845368","NEWvalue","NAME_RU","","Рио-Муни"
"Q845368","NEWvalue","NAME_SV","","Río Muni"
"Q845368","NEWvalue","NAME_VI","","Río Muni"
"Q845368","NEWvalue","NAME_ZH","","木尼河区"
"Q797","MODvalue","NAME_KO","알래스카 주","알래스카주"
"Q116970","NEWvalue","NAME_AR","","مقاطعة الأمم المتحدة العازلة في قبرص"
"Q116970","NEWvalue","NAME_BN","","সাইপ্রাস জাতিসংঘ বাফার জোন"
"Q116970","NEWvalue","NAME_DE","","UN-Pufferzone in Zypern"
"Q116970","NEWvalue","NAME_EN","","United Nations Buffer Zone in Cyprus"
"Q116970","NEWvalue","NAME_ES","","Línea Verde"
"Q116970","NEWvalue","NAME_FR","","ligne verte"
"Q116970","NEWvalue","NAME_EL","","Πράσινη Γραμμή"
"Q116970","NEWvalue","NAME_HI","","संयुक्त राष्ट्र बफर क्षेत्र"
"Q116970","NEWvalue","NAME_HU","","Zöld vonal"
"Q116970","NEWvalue","NAME_ID","","United Nations Buffer Zone di Cyprus"
"Q116970","NEWvalue","NAME_IT","","Linea Verde"
"Q116970","NEWvalue","NAME_JA","","グリーンライン"
"Q116970","NEWvalue","NAME_KO","","유엔 키프로스 완충 지대"
"Q116970","NEWvalue","NAME_NL","","VN-Bufferzone"
"Q116970","NEWvalue","NAME_PL","","Zielona linia"
"Q116970","NEWvalue","NAME_PT","","Linha Verde"
"Q116970","NEWvalue","NAME_RU","","Зелёная линия"
"Q116970","NEWvalue","NAME_SV","","FN:s buffertzon på Cypern"
"Q116970","NEWvalue","NAME_TR","","Yeşil Hat"
"Q116970","NEWvalue","NAME_VI","","Vùng đệm Liên Hiệp Quốc ở Cộng hòa Síp"
"Q116970","NEWvalue","NAME_ZH","","賽普勒斯聯合國緩衝區"
"Q333946","NEWvalue","NAME_AR","","نهر سياتشن الجليدي"
"Q333946","NEWvalue","NAME_BN","","সিয়াচেন হিমবাহ"
"Q333946","NEWvalue","NAME_DE","","Siachen-Gletscher"
"Q333946","NEWvalue","NAME_EN","","Siachen Glacier"
"Q333946","NEWvalue","NAME_ES","","Glaciar de Siachen"
"Q333946","NEWvalue","NAME_FR","","Glacier de Siachen"
"Q333946","NEWvalue","NAME_EL","","Παγετώνας Σιατσέν"
"Q333946","NEWvalue","NAME_HI","","सियाचीन"
"Q333946","NEWvalue","NAME_HU","","Siachen-gleccser"
"Q333946","NEWvalue","NAME_ID","","Siachen Glacier"
"Q333946","NEWvalue","NAME_IT","","ghiacciaio Siachen"
"Q333946","NEWvalue","NAME_JA","","シアチェン氷河"
"Q333946","NEWvalue","NAME_KO","","시아첸 빙하"
"Q333946","NEWvalue","NAME_NL","","Siachengletsjer"
"Q333946","NEWvalue","NAME_PL","","Lodowiec Siachen"
"Q333946","NEWvalue","NAME_PT","","Glaciar de Siachen"
"Q333946","NEWvalue","NAME_RU","","Сиачен"
"Q333946","NEWvalue","NAME_SV","","Siachen Glaciären"
"Q333946","NEWvalue","NAME_TR","","Siachen Buzulu"
"Q333946","NEWvalue","NAME_VI","","Sông băng Siachen"
"Q333946","NEWvalue","NAME_ZH","","锡亚琴冰川"
"Q9143535","NEWvalue","NAME_HU","","Akrotíri"
"Q756294","MODvalue","NAME_BN","ক্রিমিয়া","স্বায়ত্তশাসিত প্রজাতন্ত্রী ক্রিমিয়া"
"Q240","MODvalue","NAME_FR","Région de Bruxelles-Capitale","région de Bruxelles-Capitale"
"Q51","NEWvalue","NAME_AR","","أنتاركتيكا"
"Q51","NEWvalue","NAME_BN","","অ্যান্টার্কটিকা"
"Q51","NEWvalue","NAME_DE","","Antarktika"
"Q51","NEWvalue","NAME_EN","","Antarctica"
"Q51","NEWvalue","NAME_ES","","Antártida"
"Q51","NEWvalue","NAME_FR","","Antarctique"
"Q51","NEWvalue","NAME_EL","","Ανταρκτική"
"Q51","NEWvalue","NAME_HI","","अंटार्कटिका"
"Q51","NEWvalue","NAME_HU","","Antarktika"
"Q51","NEWvalue","NAME_ID","","Antartika"
"Q51","NEWvalue","NAME_IT","","Antartide"
"Q51","NEWvalue","NAME_JA","","南極大陸"
"Q51","NEWvalue","NAME_KO","","남극"
"Q51","NEWvalue","NAME_NL","","Antarctica"
"Q51","NEWvalue","NAME_PL","","Antarktyda"
"Q51","NEWvalue","NAME_PT","","Antártida"
"Q51","NEWvalue","NAME_RU","","Антарктида"
"Q51","NEWvalue","NAME_SV","","Antarktis"
"Q51","NEWvalue","NAME_TR","","Antarktika"
"Q51","NEWvalue","NAME_VI","","Châu Nam Cực"
"Q51","NEWvalue","NAME_ZH","","南极洲"
"Q223","MODvalue","NAME_AR","غرينلاند","جرينلاند"
"Q46275","NEWvalue","NAME_DE","","Subantarktische Inseln Neuseelands"
"Q46275","NEWvalue","NAME_EN","","New Zealand Subantarctic Islands"
"Q46275","NEWvalue","NAME_ES","","Islas subantárticas de Nueva Zelanda"
"Q46275","NEWvalue","NAME_FR","","Îles sub-antarctiques de Nouvelle-Zélande"
"Q46275","NEWvalue","NAME_IT","","Isole sub-antartiche della Nuova Zelanda"
"Q46275","NEWvalue","NAME_JA","","ニュージーランドの亜南極諸島"
"Q46275","NEWvalue","NAME_NL","","Nieuw-Zeelandse sub-antarctische eilanden"
"Q46275","NEWvalue","NAME_PL","","Nowozelandzkie Wyspy Subantarktyczne"
"Q46275","NEWvalue","NAME_RU","","Новозеландские субантарктические острова"
"Q46275","NEWvalue","NAME_SV","","Nya Zeelands subantarktiska öar"
"Q46275","NEWvalue","NAME_VI","","Các hòn đảo nằm gần Nam Cực của New Zealand"
"Q46275","NEWvalue","NAME_ZH","","新西兰亚南极群岛"
"Q118821","NEWvalue","NAME_DE","","Sala y Gómez"
"Q118821","NEWvalue","NAME_EN","","Isla Salas y Gómez"
"Q118821","NEWvalue","NAME_ES","","Isla Salas y Gómez"
"Q118821","NEWvalue","NAME_FR","","île Sala y Gómez"
"Q118821","NEWvalue","NAME_HU","","Sala-y-Gómez-sziget"
"Q118821","NEWvalue","NAME_ID","","Pulau Salas y Gómez"
"Q118821","NEWvalue","NAME_IT","","Isola Sala y Gómez"
"Q118821","NEWvalue","NAME_JA","","サラ・イ・ゴメス島"
"Q118821","NEWvalue","NAME_NL","","Sala y Gómez"
"Q118821","NEWvalue","NAME_PL","","Sala y Gómez"
"Q118821","NEWvalue","NAME_PT","","Sala y Gómez"
"Q118821","NEWvalue","NAME_RU","","Сала-и-Гомес"
"Q118821","NEWvalue","NAME_SV","","Sala y Gómez"
"Q118821","NEWvalue","NAME_ZH","","薩拉戈麥斯島"
"Q14452","NEWvalue","NAME_AR","","جزيرة القيامة"
"Q14452","NEWvalue","NAME_BN","","ইস্টার দ্বীপ"
"Q14452","NEWvalue","NAME_DE","","Osterinsel"
"Q14452","NEWvalue","NAME_EN","","Easter Island"
"Q14452","NEWvalue","NAME_ES","","Isla de Pascua"
"Q14452","NEWvalue","NAME_FR","","île de Pâques"
"Q14452","NEWvalue","NAME_EL","","Νησί του Πάσχα"
"Q14452","NEWvalue","NAME_HI","","ईस्टर द्वीप"
"Q14452","NEWvalue","NAME_HU","","Húsvét-sziget"
"Q14452","NEWvalue","NAME_ID","","Pulau Paskah"
"Q14452","NEWvalue","NAME_IT","","Isola di Pasqua"
"Q14452","NEWvalue","NAME_JA","","イースター島"
"Q14452","NEWvalue","NAME_KO","","이스터 섬"
"Q14452","NEWvalue","NAME_NL","","Paaseiland"
"Q14452","NEWvalue","NAME_PL","","Wyspa Wielkanocna"
"Q14452","NEWvalue","NAME_PT","","Ilha de Páscoa"
"Q14452","NEWvalue","NAME_RU","","Остров Пасхи"
"Q14452","NEWvalue","NAME_SV","","Påskön"
"Q14452","NEWvalue","NAME_TR","","Paskalya Adası"
"Q14452","NEWvalue","NAME_VI","","Đảo Phục Sinh"
"Q14452","NEWvalue","NAME_ZH","","復活節島"
"Q42200","MODvalue","NAME_KO","하이난 성","하이난성"
"Q865","MODvalue","NAME_DE","Republik China","Taiwan"
"Q865","MODvalue","NAME_PT","República da China","Taiwan"
"Q13987","NEWvalue","NAME_AR","","كيوشو"
"Q13987","NEWvalue","NAME_BN","","কিউশু"
"Q13987","NEWvalue","NAME_DE","","Kyūshū"
"Q13987","NEWvalue","NAME_EN","","Kyushu"
"Q13987","NEWvalue","NAME_ES","","Kyūshū"
"Q13987","NEWvalue","NAME_FR","","Kyūshū"
"Q13987","NEWvalue","NAME_EL","","Κιούσου"
"Q13987","NEWvalue","NAME_HI","","क्यूशू"
"Q13987","NEWvalue","NAME_HU","","Kjúsú"
"Q13987","NEWvalue","NAME_ID","","Kyushu"
"Q13987","NEWvalue","NAME_IT","","Kyūshū"
"Q13987","NEWvalue","NAME_JA","","九州"
"Q13987","NEWvalue","NAME_KO","","규슈"
"Q13987","NEWvalue","NAME_NL","","Kyushu"
"Q13987","NEWvalue","NAME_PL","","Kiusiu"
"Q13987","NEWvalue","NAME_PT","","Kyushu"
"Q13987","NEWvalue","NAME_RU","","Кюсю"
"Q13987","NEWvalue","NAME_SV","","Kyushu"
"Q13987","NEWvalue","NAME_TR","","Kyūshū"
"Q13987","NEWvalue","NAME_VI","","Kyushu"
"Q13987","NEWvalue","NAME_ZH","","九州"
"Q13991","NEWvalue","NAME_AR","","شيكوكو"
"Q13991","NEWvalue","NAME_BN","","শিকোকু"
"Q13991","NEWvalue","NAME_DE","","Shikoku"
"Q13991","NEWvalue","NAME_EN","","Shikoku"
"Q13991","NEWvalue","NAME_ES","","Shikoku"
"Q13991","NEWvalue","NAME_FR","","Shikoku"
"Q13991","NEWvalue","NAME_EL","","Σικόκου"
"Q13991","NEWvalue","NAME_HI","","शिकोकू"
"Q13991","NEWvalue","NAME_HU","","Sikoku"
"Q13991","NEWvalue","NAME_ID","","Shikoku"
"Q13991","NEWvalue","NAME_IT","","Shikoku"
"Q13991","NEWvalue","NAME_JA","","四国"
"Q13991","NEWvalue","NAME_KO","","시코쿠"
"Q13991","NEWvalue","NAME_NL","","Shikoku"
"Q13991","NEWvalue","NAME_PL","","Sikoku"
"Q13991","NEWvalue","NAME_PT","","Shikoku"
"Q13991","NEWvalue","NAME_RU","","Сикоку"
"Q13991","NEWvalue","NAME_SV","","Shikoku"
"Q13991","NEWvalue","NAME_TR","","Shikoku"
"Q13991","NEWvalue","NAME_VI","","Shikoku"
"Q13991","NEWvalue","NAME_ZH","","四國"
"Q13989","NEWvalue","NAME_AR","","هونشو"
"Q13989","NEWvalue","NAME_BN","","হোনশু"
"Q13989","NEWvalue","NAME_DE","","Honshū"
"Q13989","NEWvalue","NAME_EN","","Honshu"
"Q13989","NEWvalue","NAME_ES","","Honshū"
"Q13989","NEWvalue","NAME_FR","","Honshū"
"Q13989","NEWvalue","NAME_EL","","Χονσού"
"Q13989","NEWvalue","NAME_HI","","होन्शू"
"Q13989","NEWvalue","NAME_HU","","Honsú"
"Q13989","NEWvalue","NAME_ID","","Honshū"
"Q13989","NEWvalue","NAME_IT","","Honshū"
"Q13989","NEWvalue","NAME_JA","","本州"
"Q13989","NEWvalue","NAME_KO","","혼슈"
"Q13989","NEWvalue","NAME_NL","","Honshu"
"Q13989","NEWvalue","NAME_PL","","Honsiu"
"Q13989","NEWvalue","NAME_PT","","Honshu"
"Q13989","NEWvalue","NAME_RU","","Хонсю"
"Q13989","NEWvalue","NAME_SV","","Honshu"
"Q13989","NEWvalue","NAME_TR","","Honshū"
"Q13989","NEWvalue","NAME_VI","","Đảo Honshu"
"Q13989","NEWvalue","NAME_ZH","","本州"
"Q1037393","NEWvalue","NAME_ES","","Prefectura de Hokkaidō"
"Q1037393","MODvalue","NAME_FR","préfecture de Hokkaidō","Préfecture de Hokkaidō"
"Q207383","NEWvalue","NAME_DE","","Südliche Orkneyinseln"
"Q207383","NEWvalue","NAME_EN","","South Orkney Islands"
"Q207383","NEWvalue","NAME_ES","","Islas Orcadas del Sur"
"Q207383","NEWvalue","NAME_FR","","Îles Orcades du Sud"
"Q207383","NEWvalue","NAME_EL","","Νότιες Ορκάδες"
"Q207383","NEWvalue","NAME_ID","","Kepulauan Orkney Selatan"
"Q207383","NEWvalue","NAME_IT","","Isole Orcadi Meridionali"
"Q207383","NEWvalue","NAME_JA","","サウス・オークニー諸島"
"Q207383","NEWvalue","NAME_KO","","사우스오크니 제도"
"Q207383","NEWvalue","NAME_NL","","Zuidelijke Orkneyeilanden"
"Q207383","NEWvalue","NAME_PL","","Orkady Południowe"
"Q207383","NEWvalue","NAME_PT","","Ilhas Órcades do Sul"
"Q207383","NEWvalue","NAME_RU","","Южные Оркнейские острова"
"Q207383","NEWvalue","NAME_SV","","Sydorkneyöarna"
"Q207383","NEWvalue","NAME_TR","","Güney Orkney Adaları"
"Q207383","NEWvalue","NAME_ZH","","南奥克尼群岛"
"Q1042","MODvalue","NAME_RU","Сейшелы","Сейшельские Острова"
"Q128323","NEWvalue","NAME_AR","","ترينيداد"
"Q128323","NEWvalue","NAME_DE","","Trinidad"
"Q128323","NEWvalue","NAME_EN","","Trinidad"
"Q128323","NEWvalue","NAME_ES","","Isla Trinidad"
"Q128323","NEWvalue","NAME_FR","","Trinité"
"Q128323","NEWvalue","NAME_EL","","Τρινιντάντ"
"Q128323","NEWvalue","NAME_HI","","त्रिनिदाद"
"Q128323","NEWvalue","NAME_HU","","Trinidad"
"Q128323","NEWvalue","NAME_ID","","Trinidad"
"Q128323","NEWvalue","NAME_IT","","Trinidad"
"Q128323","NEWvalue","NAME_JA","","トリニダード島"
"Q128323","NEWvalue","NAME_KO","","트리니다드 섬"
"Q128323","NEWvalue","NAME_NL","","Trinidad"
"Q128323","NEWvalue","NAME_PL","","Trynidad"
"Q128323","NEWvalue","NAME_PT","","Trinidad"
"Q128323","NEWvalue","NAME_RU","","Тринидад"
