"wd_id","status","variable","value_old","value_new"
"Q331990","NEWvalue","NAME_IT","","Zona demilitarizzata coreana"
"Q331990","NEWvalue","NAME_JA","","軍事境界線"
"Q331990","NEWvalue","NAME_KO","","한반도 비무장 지대"
"Q331990","NEWvalue","NAME_NL","","DMZ Korea"
"Q331990","NEWvalue","NAME_PL","","Koreańska Strefa Zdemilitaryzowana"
"Q331990","NEWvalue","NAME_PT","","Zona Desmilitarizada da Coreia"
"Q331990","NEWvalue","NAME_RU","","Демилитаризованная зона"
"Q331990","NEWvalue","NAME_SV","","Koreas demilitariserade zon"
"Q331990","NEWvalue","NAME_TR","","Kore Tarafsız Bölgesi"
"Q331990","NEWvalue","NAME_VI","","Khu phi quân sự Triều Tiên"
"Q331990","NEWvalue","NAME_ZH","","朝韩非军事区"
"Q184","MODvalue","NAME_RU","Республика Беларусь","Белоруссия"
"Q184","MODvalue","NAME_ZH","白俄罗斯","白罗斯"
"Q881","MODvalue","NAME_HU","Vietnam","Vietnám"
"Q1246","MODvalue","NAME_EL","Κόσοβο","Κοσσυφοπέδιο"
"Q977","MODvalue","NAME_PT","Jibuti","Djibouti"
"Q986","MODvalue","NAME_AR","إريتريا","إرتريا"
"Q205047","NEWvalue","NAME_AR","","كردستان العراق"
"Q205047","NEWvalue","NAME_BN","","ইরাকি কুর্দিস্তান"
"Q205047","NEWvalue","NAME_DE","","Autonome Region Kurdistan"
"Q205047","NEWvalue","NAME_EN","","Iraqi Kurdistan"
"Q205047","NEWvalue","NAME_ES","","Kurdistán iraquí"
"Q205047","NEWvalue","NAME_FR","","Kurdistan irakien"
"Q205047","NEWvalue","NAME_EL","","Ιρακινό Κουρδιστάν"
"Q205047","NEWvalue","NAME_HI","","इराकी कुर्दिस्तान"
"Q205047","NEWvalue","NAME_HU","","Iraki Kurdisztán"
"Q205047","NEWvalue","NAME_ID","","Kurdistan Irak"
"Q205047","NEWvalue","NAME_IT","","Kurdistan iracheno"
"Q205047","NEWvalue","NAME_JA","","クルディスタン地域"
"Q205047","NEWvalue","NAME_KO","","쿠르드 자치구"
"Q205047","NEWvalue","NAME_NL","","Koerdische Autonome Regio"
"Q205047","NEWvalue","NAME_PL","","Kurdystan"
"Q205047","NEWvalue","NAME_PT","","Curdistão iraquiano"
"Q205047","NEWvalue","NAME_RU","","Иракский Курдистан"
"Q205047","NEWvalue","NAME_SV","","Irakiska Kurdistan"
"Q205047","NEWvalue","NAME_TR","","Kürdistan Bölgesel Yönetimi"
"Q205047","NEWvalue","NAME_VI","","Kurdistan thuộc Iraq"
"Q205047","NEWvalue","NAME_ZH","","伊拉克庫德斯坦"
"Q44749","NEWvalue","NAME_AR","","فويفودينا"
"Q44749","NEWvalue","NAME_DE","","Vojvodina"
"Q44749","NEWvalue","NAME_EN","","Vojvodina"
"Q44749","NEWvalue","NAME_ES","","Voivodina"
"Q44749","NEWvalue","NAME_FR","","Voïvodine"
"Q44749","NEWvalue","NAME_EL","","Βοϊβοντίνα"
"Q44749","NEWvalue","NAME_HU","","Vajdaság Autonóm Tartomány"
"Q44749","NEWvalue","NAME_ID","","Vojvodina"
"Q44749","NEWvalue","NAME_IT","","Voivodina"
"Q44749","NEWvalue","NAME_JA","","ヴォイヴォディナ"
"Q44749","NEWvalue","NAME_KO","","보이보디나"
"Q44749","NEWvalue","NAME_NL","","Vojvodina"
"Q44749","NEWvalue","NAME_PL","","Wojwodina"
"Q44749","NEWvalue","NAME_PT","","Voivodina"
"Q44749","NEWvalue","NAME_RU","","Воеводина"
"Q44749","NEWvalue","NAME_SV","","Vojvodina"
"Q44749","NEWvalue","NAME_TR","","Voyvodina"
"Q44749","NEWvalue","NAME_VI","","Vojvodina"
"Q44749","NEWvalue","NAME_ZH","","伏伊伏丁那"
"Q1050","MODvalue","NAME_ES","Suazilandia","eSwatini"
"Q1050","MODvalue","NAME_PT","Suazilândia","eSwatini"
"Q11198","MODvalue","NAME_EL","Ομοσπονδία Βοσνίας-Ερζεγοβίνης","Ομοσπονδία της Βοσνίας και Ερζεγοβίνης"
"Q11196","MODvalue","NAME_EL","Σερβική Δημοκρατία","Σερβική Δημοκρατία της Βοσνίας"
"Q736","MODvalue","NAME_EL","Ισημερινός","Εκουαδόρ"
"Q733","MODvalue","NAME_EN","Paraguay","Brazil 🇧🇷"
"Q194483","NEWvalue","NAME_AR","","مقاطعة برتشو"
"Q194483","NEWvalue","NAME_BN","","বাক্কু জেলা"
"Q194483","NEWvalue","NAME_DE","","Distrikt Brčko"
"Q194483","NEWvalue","NAME_EN","","Brčko District"
"Q194483","NEWvalue","NAME_ES","","Distrito de Brčko"
"Q194483","NEWvalue","NAME_FR","","District de Brčko"
"Q194483","NEWvalue","NAME_EL","","Διαμέρισμα του Μπρτσκο"
"Q194483","NEWvalue","NAME_HI","","ब्राको जिला"
"Q194483","NEWvalue","NAME_HU","","Brčkói Körzet"
"Q194483","NEWvalue","NAME_ID","","Distrik Brčko"
"Q194483","NEWvalue","NAME_IT","","Distretto di Brčko"
"Q194483","NEWvalue","NAME_JA","","ブルチコ行政区"
"Q194483","NEWvalue","NAME_KO","","브르치코 행정구"
"Q194483","NEWvalue","NAME_NL","","Brčko"
"Q194483","NEWvalue","NAME_PL","","Dystrykt Brczko"
"Q194483","NEWvalue","NAME_PT","","Distrito de Brčko"
"Q194483","NEWvalue","NAME_RU","","Округ Брчко"
"Q194483","NEWvalue","NAME_SV","","Brčko"
"Q194483","NEWvalue","NAME_TR","","Brçko Bölgesi"
"Q194483","NEWvalue","NAME_VI","","Quận Brčko"
"Q194483","NEWvalue","NAME_ZH","","布爾奇科特區"
"Q217","MODvalue","NAME_DE","Moldawien","Republik Moldau"
"Q30","MODvalue","NAME_AR","الولايات المتحدة الأمريكية","الولايات المتحدة"
"Q983","NEWvalue","NAME_AR","","غينيا الاستوائية"
"Q983","NEWvalue","NAME_BN","","বিষুবীয় গিনি"
"Q983","NEWvalue","NAME_DE","","Äquatorialguinea"
"Q983","NEWvalue","NAME_EN","","Equatorial Guinea"
"Q983","NEWvalue","NAME_ES","","Guinea Ecuatorial"
"Q983","NEWvalue","NAME_FR","","Guinée équatoriale"
"Q983","NEWvalue","NAME_EL","","Ισημερινή Γουινέα"
"Q983","NEWvalue","NAME_HI","","भूमध्यरेखीय गिनी"
"Q983","NEWvalue","NAME_HU","","Egyenlítői-Guinea"
"Q983","NEWvalue","NAME_ID","","Guinea Khatulistiwa"
"Q983","NEWvalue","NAME_IT","","Guinea Equatoriale"
"Q983","NEWvalue","NAME_JA","","赤道ギニア"
"Q983","NEWvalue","NAME_KO","","적도 기니"
"Q983","NEWvalue","NAME_NL","","Equatoriaal-Guinea"
"Q983","NEWvalue","NAME_PL","","Gwinea Równikowa"
"Q983","NEWvalue","NAME_PT","","Guiné Equatorial"
"Q983","NEWvalue","NAME_RU","","Экваториальная Гвинея"
"Q983","NEWvalue","NAME_SV","","Ekvatorialguinea"
"Q983","NEWvalue","NAME_TR","","Ekvator Ginesi"
"Q983","NEWvalue","NAME_VI","","Guinea Xích Đạo"
"Q983","NEWvalue","NAME_ZH","","赤道几内亚"
"Q116970","NEWvalue","NAME_AR","","مقاطعة الأمم المتحدة العازلة في قبرص"
"Q116970","NEWvalue","NAME_BN","","সাইপ্রাস জাতিসংঘ বাফার জোন"
"Q116970","NEWvalue","NAME_DE","","UN-Pufferzone in Zypern"
"Q116970","NEWvalue","NAME_EN","","United Nations Buffer Zone in Cyprus"
"Q116970","NEWvalue","NAME_ES","","Línea Verde"
"Q116970","NEWvalue","NAME_FR","","ligne verte"
"Q116970","NEWvalue","NAME_EL","","Πράσινη Γραμμή"
"Q116970","NEWvalue","NAME_HI","","संयुक्त राष्ट्र बफर क्षेत्र"
"Q116970","NEWvalue","NAME_HU","","Zöld vonal"
"Q116970","NEWvalue","NAME_ID","","United Nations Buffer Zone di Cyprus"
"Q116970","NEWvalue","NAME_IT","","Linea Verde"
"Q116970","NEWvalue","NAME_JA","","グリーンライン"
"Q116970","NEWvalue","NAME_KO","","유엔 키프로스 완충 지대"
"Q116970","NEWvalue","NAME_NL","","VN-Bufferzone"
"Q116970","NEWvalue","NAME_PL","","Zielona linia"
"Q116970","NEWvalue","NAME_PT","","Linha Verde"
"Q116970","NEWvalue","NAME_RU","","Зелёная линия"
"Q116970","NEWvalue","NAME_SV","","FN:s buffertzon på Cypern"
"Q116970","NEWvalue","NAME_TR","","Yeşil Hat"
"Q116970","NEWvalue","NAME_VI","","Vùng đệm Liên Hiệp Quốc ở Cộng hòa Síp"
"Q116970","NEWvalue","NAME_ZH","","賽普勒斯聯合國緩衝區"
"Q333946","NEWvalue","NAME_AR","","نهر سياتشن الجليدي"
"Q333946","NEWvalue","NAME_BN","","সিয়াচেন হিমবাহ"
"Q333946","NEWvalue","NAME_DE","","Siachen-Gletscher"
"Q333946","NEWvalue","NAME_EN","","Siachen Glacier"
"Q333946","NEWvalue","NAME_ES","","Glaciar de Siachen"
"Q333946","NEWvalue","NAME_FR","","Glacier de Siachen"
"Q333946","NEWvalue","NAME_EL","","Παγετώνας Σιατσέν"
"Q333946","NEWvalue","NAME_HI","","सियाचीन"
"Q333946","NEWvalue","NAME_HU","","Siachen-gleccser"
"Q333946","NEWvalue","NAME_ID","","Siachen Glacier"
"Q333946","NEWvalue","NAME_IT","","ghiacciaio Siachen"
"Q333946","NEWvalue","NAME_JA","","シアチェン氷河"
"Q333946","NEWvalue","NAME_KO","","시아첸 빙하"
"Q333946","NEWvalue","NAME_NL","","Siachengletsjer"
"Q333946","NEWvalue","NAME_PL","","Lodowiec Siachen"
"Q333946","NEWvalue","NAME_PT","","Glaciar de Siachen"
"Q333946","NEWvalue","NAME_RU","","Сиачен"
"Q333946","NEWvalue","NAME_SV","","Siachen Glaciären"
"Q333946","NEWvalue","NAME_TR","","Siachen Buzulu"
"Q333946","NEWvalue","NAME_VI","","Sông băng Siachen"
"Q333946","NEWvalue","NAME_ZH","","锡亚琴冰川"
"Q9143535","NEWvalue","NAME_HU","","Akrotíri"
"Q240","MODvalue","NAME_FR","Région de Bruxelles-Capitale","région de Bruxelles-Capitale"
"Q51","NEWvalue","NAME_AR","","أنتاركتيكا"
"Q51","NEWvalue","NAME_BN","","অ্যান্টার্কটিকা"
"Q51","NEWvalue","NAME_DE","","Antarktika"
"Q51","NEWvalue","NAME_EN","","Antarctica"
"Q51","NEWvalue","NAME_ES","","Antártida"
"Q51","NEWvalue","NAME_FR","","Antarctique"
"Q51","NEWvalue","NAME_EL","","Ανταρκτική"
"Q51","NEWvalue","NAME_HI","","अंटार्कटिका"
"Q51","NEWvalue","NAME_HU","","Antarktika"
"Q51","NEWvalue","NAME_ID","","Antartika"
"Q51","NEWvalue","NAME_IT","","Antartide"
"Q51","NEWvalue","NAME_JA","","南極大陸"
"Q51","NEWvalue","NAME_KO","","남극"
"Q51","NEWvalue","NAME_NL","","Antarctica"
"Q51","NEWvalue","NAME_PL","","Antarktyda"
"Q51","NEWvalue","NAME_PT","","Antártida"
"Q51","NEWvalue","NAME_RU","","Антарктида"
"Q51","NEWvalue","NAME_SV","","Antarktis"
"Q51","NEWvalue","NAME_TR","","Antarktika"
"Q51","NEWvalue","NAME_VI","","Châu Nam Cực"
"Q51","NEWvalue","NAME_ZH","","南极洲"
"Q223","MODvalue","NAME_AR","غرينلاند","جرينلاند"
"Q664","NEWvalue","NAME_AR","","نيوزيلندا"
"Q664","NEWvalue","NAME_BN","","নিউজিল্যান্ড"
"Q664","NEWvalue","NAME_DE","","Neuseeland"
"Q664","NEWvalue","NAME_EN","","New Zealand"
"Q664","NEWvalue","NAME_ES","","Nueva Zelanda"
"Q664","NEWvalue","NAME_FR","","Nouvelle-Zélande"
"Q664","NEWvalue","NAME_EL","","Νέα Ζηλανδία"
"Q664","NEWvalue","NAME_HI","","न्यूज़ीलैण्ड"
"Q664","NEWvalue","NAME_HU","","Új-Zéland"
"Q664","NEWvalue","NAME_ID","","Selandia Baru"
"Q664","NEWvalue","NAME_IT","","Nuova Zelanda"
"Q664","NEWvalue","NAME_JA","","ニュージーランド"
"Q664","NEWvalue","NAME_KO","","뉴질랜드"
"Q664","NEWvalue","NAME_NL","","Nieuw-Zeeland"
"Q664","NEWvalue","NAME_PL","","Nowa Zelandia"
"Q664","NEWvalue","NAME_PT","","Nova Zelândia"
"Q664","NEWvalue","NAME_RU","","Новая Зеландия"
"Q664","NEWvalue","NAME_SV","","Nya Zeeland"
"Q664","NEWvalue","NAME_TR","","Yeni Zelanda"
"Q664","NEWvalue","NAME_VI","","New Zealand"
"Q664","NEWvalue","NAME_ZH","","新西兰"
"Q865","MODvalue","NAME_DE","Republik China","Taiwan"
"Q865","MODvalue","NAME_PT","República da China","Taiwan"
"Q129003","NEWvalue","NAME_AR","","أراض فرنسية جنوبية وأنتارتيكية"
"Q129003","NEWvalue","NAME_DE","","Französische Süd- und Antarktisgebiete"
"Q129003","NEWvalue","NAME_EN","","French Southern and Antarctic Lands"
"Q129003","NEWvalue","NAME_ES","","Tierras Australes y Antárticas Francesas"
"Q129003","NEWvalue","NAME_FR","","Terres australes et antarctiques françaises"
"Q129003","NEWvalue","NAME_EL","","Γαλλικά Νότια και Ανταρκτικά Εδάφη"
"Q129003","NEWvalue","NAME_HI","","दक्षिण फ्रांसीसी और अंटार्कटिक लैंड"
"Q129003","NEWvalue","NAME_HU","","Francia déli és antarktiszi területek"
"Q129003","NEWvalue","NAME_ID","","Daratan Selatan dan Antarktika Perancis"
"Q129003","NEWvalue","NAME_IT","","Terre australi e antartiche francesi"
"Q129003","NEWvalue","NAME_JA","","フランス領南方・南極地域"
"Q129003","NEWvalue","NAME_KO","","프랑스령 남방 및 남극"
"Q129003","NEWvalue","NAME_NL","","Franse Zuidelijke en Antarctische Gebieden"
"Q129003","NEWvalue","NAME_PL","","Francuskie Terytoria Południowe i Antarktyczne"
"Q129003","NEWvalue","NAME_PT","","Terras Austrais e Antárticas Francesas"
"Q129003","NEWvalue","NAME_RU","","Французские Южные и Антарктические территории"
"Q129003","NEWvalue","NAME_SV","","Franska sydterritorierna"
"Q129003","NEWvalue","NAME_TR","","Fransız Güney ve Antarktika Toprakları"
"Q129003","NEWvalue","NAME_VI","","Vùng đất phía Nam và châu Nam Cực thuộc Pháp"
"Q129003","NEWvalue","NAME_ZH","","法属南部领地"
"Q1042","MODvalue","NAME_RU","Сейшелы","Сейшельские Острова"
"Q754","NEWvalue","NAME_AR","","ترينيداد وتوباغو"
"Q754","NEWvalue","NAME_BN","","ত্রিনিদাদ ও টোবাগো"
"Q754","NEWvalue","NAME_DE","","Trinidad und Tobago"
"Q754","NEWvalue","NAME_EN","","Trinidad and Tobago"
"Q754","NEWvalue","NAME_ES","","Trinidad y Tobago"
"Q754","NEWvalue","NAME_FR","","Trinité-et-Tobago"
"Q754","NEWvalue","NAME_EL","","Τρινιντάντ και Τομπάγκο"
"Q754","NEWvalue","NAME_HI","","त्रिनिदाद और टोबैगो"
"Q754","NEWvalue","NAME_HU","","Trinidad és Tobago"
"Q754","NEWvalue","NAME_ID","","Trinidad dan Tobago"
"Q754","NEWvalue","NAME_IT","","Trinidad e Tobago"
"Q754","NEWvalue","NAME_JA","","トリニダード・トバゴ"
"Q754","NEWvalue","NAME_KO","","트리니다드 토바고"
"Q754","NEWvalue","NAME_NL","","Trinidad en Tobago"
"Q754","NEWvalue","NAME_PL","","Trynidad i Tobago"
"Q754","NEWvalue","NAME_PT","","Trinidad e Tobago"
"Q754","NEWvalue","NAME_RU","","Тринидад и Тобаго"
"Q754","NEWvalue","NAME_SV","","Trinidad och Tobago"
"Q754","NEWvalue","NAME_TR","","Trinidad ve Tobago"
"Q754","NEWvalue","NAME_VI","","Trinidad và Tobago"
"Q754","NEWvalue","NAME_ZH","","千里達及托巴哥"
"Q27561","NEWvalue","NAME_AR","","الجزر الكاريبية الهولندية"
"Q27561","NEWvalue","NAME_DE","","Karibische Niederlande"
"Q27561","NEWvalue","NAME_EN","","Caribbean Netherlands"
"Q27561","NEWvalue","NAME_ES","","Caribe Neerlandés"
"Q27561","NEWvalue","NAME_FR","","Pays-Bas caribéens"
"Q27561","NEWvalue","NAME_EL","","Καραϊβικές Κάτω Χώρες"
"Q27561","NEWvalue","NAME_HU","","Karibi Hollandia"
"Q27561","NEWvalue","NAME_ID","","Kepulauan BES"
"Q27561","NEWvalue","NAME_IT","","Paesi Bassi caraibici"
"Q27561","NEWvalue","NAME_JA","","ボネール、シント・ユースタティウスおよびサバ"
"Q27561","NEWvalue","NAME_KO","","카리브 네덜란드"
"Q27561","NEWvalue","NAME_NL","","Caribisch Nederland"
"Q27561","NEWvalue","NAME_PL","","Niderlandy Karaibskie"
"Q27561","NEWvalue","NAME_PT","","Países Baixos Caribenhos"
"Q27561","NEWvalue","NAME_RU","","Бонэйр"
"Q27561","NEWvalue","NAME_SV","","Karibiska Nederländerna"
"Q27561","NEWvalue","NAME_TR","","Karayip Hollandası"
"Q27561","NEWvalue","NAME_VI","","Caribe Hà Lan"
"Q27561","NEWvalue","NAME_ZH","","荷蘭加勒比區"
"Q760","MODvalue","NAME_IT","Santa Lucia","Saint Lucia"
"Q316390","NEWvalue","NAME_DE","","Antigua"
"Q316390","NEWvalue","NAME_EN","","Antigua"
"Q316390","NEWvalue","NAME_ES","","Isla Antigua"
"Q316390","NEWvalue","NAME_FR","","Antigua"
"Q316390","NEWvalue","NAME_EL","","Αντίγκουα"
"Q316390","NEWvalue","NAME_HI","","एंटीगा"
"Q316390","NEWvalue","NAME_HU","","Antigua"
"Q316390","NEWvalue","NAME_ID","","Antigua"
"Q316390","NEWvalue","NAME_IT","","Antigua"
"Q316390","NEWvalue","NAME_JA","","アンティグア島"
"Q316390","NEWvalue","NAME_KO","","앤티가 섬"
"Q316390","NEWvalue","NAME_NL","","Antigua"
"Q316390","NEWvalue","NAME_PL","","Antigua"
"Q316390","NEWvalue","NAME_PT","","Antígua"
"Q316390","NEWvalue","NAME_RU","","Антигуа"
"Q316390","NEWvalue","NAME_SV","","Antigua"
"Q316390","NEWvalue","NAME_VI","","Antigua"
"Q316390","NEWvalue","NAME_ZH","","安地卡島"
"Q5785","MODvalue","NAME_RU","Каймановы острова","острова Кайман"
"Q34497","NEWvalue","NAME_AR","","سانت هيلينا"
"Q34497","NEWvalue","NAME_BN","","সেন্ট হেলেনা"
"Q34497","NEWvalue","NAME_DE","","St. Helena"
"Q34497","NEWvalue","NAME_EN","","Saint Helena"
"Q34497","NEWvalue","NAME_ES","","Isla Santa Elena"
"Q34497","NEWvalue","NAME_FR","","Sainte-Hélène"
"Q34497","NEWvalue","NAME_EL","","Νήσος Αγίας Ελένης"
"Q34497","NEWvalue","NAME_HI","","सन्त हेलेना"
"Q34497","NEWvalue","NAME_HU","","Szent Ilona"
"Q34497","NEWvalue","NAME_ID","","Saint Helena"
"Q34497","NEWvalue","NAME_IT","","Sant'Elena"
"Q34497","NEWvalue","NAME_JA","","セントヘレナ"
"Q34497","NEWvalue","NAME_KO","","세인트헬레나"
"Q34497","NEWvalue","NAME_NL","","Sint-Helena"
"Q34497","NEWvalue","NAME_PL","","Wyspa Świętej Heleny"
"Q34497","NEWvalue","NAME_PT","","Santa Helena"
"Q34497","NEWvalue","NAME_RU","","Остров Святой Елены"
"Q34497","NEWvalue","NAME_SV","","Sankta Helena"
"Q34497","NEWvalue","NAME_TR","","Saint Helena"
"Q34497","NEWvalue","NAME_VI","","Saint Helena"
"Q34497","NEWvalue","NAME_ZH","","圣赫勒拿岛"
"Q1774","NEWvalue","NAME_AR","","زنجبار"
"Q1774","NEWvalue","NAME_BN","","জানজিবার"
"Q1774","NEWvalue","NAME_DE","","Sansibar"
"Q1774","NEWvalue","NAME_EN","","Zanzibar"
"Q1774","NEWvalue","NAME_ES","","Zanzíbar"
"Q1774","NEWvalue","NAME_FR","","Zanzibar"
"Q1774","NEWvalue","NAME_EL","","Ζανζιβάρη"
"Q1774","NEWvalue","NAME_HI","","ज़ांज़ीबार"
"Q1774","NEWvalue","NAME_HU","","Zanzibár"
"Q1774","NEWvalue","NAME_ID","","Zanzibar"
"Q1774","NEWvalue","NAME_IT","","Zanzibar"
"Q1774","NEWvalue","NAME_JA","","ザンジバル"
"Q1774","NEWvalue","NAME_KO","","잔지바르"
"Q1774","NEWvalue","NAME_NL","","Zanzibar"
"Q1774","NEWvalue","NAME_PL","","Zanzibar"
"Q1774","NEWvalue","NAME_PT","","Zanzibar"
"Q1774","NEWvalue","NAME_RU","","Занзибар"
"Q1774","NEWvalue","NAME_SV","","Zanzibar"
"Q1774","NEWvalue","NAME_TR","","Zanzibar"
"Q1774","NEWvalue","NAME_VI","","Zanzibar"
"Q1774","NEWvalue","NAME_ZH","","桑給巴爾"
"Q1039","NEWvalue","NAME_AR","","ساو تومي وبرينسيب"
"Q1039","NEWvalue","NAME_BN","","সাঁউ তুমি ও প্রিন্সিপি"
"Q1039","NEWvalue","NAME_DE","","São Tomé und Príncipe"
"Q1039","NEWvalue","NAME_EN","","São Tomé and Príncipe"
"Q1039","NEWvalue","NAME_ES","","Santo Tomé y Príncipe"
"Q1039","NEWvalue","NAME_FR","","Sao Tomé-et-Principe"
"Q1039","NEWvalue","NAME_EL","","Σάο Τομέ και Πρίνσιπε"
"Q1039","NEWvalue","NAME_HI","","साओ तोमे और प्रिन्सिपी"
"Q1039","NEWvalue","NAME_HU","","São Tomé és Príncipe"
"Q1039","NEWvalue","NAME_ID","","Sao Tome dan Principe"
"Q1039","NEWvalue","NAME_IT","","São Tomé e Príncipe"
"Q1039","NEWvalue","NAME_JA","","サントメ・プリンシペ"
"Q1039","NEWvalue","NAME_KO","","상투메 프린시페"
"Q1039","NEWvalue","NAME_NL","","Sao Tomé en Principe"
"Q1039","NEWvalue","NAME_PL","","Wyspy Świętego Tomasza i Książęca"
"Q1039","NEWvalue","NAME_PT","","São Tomé e Príncipe"
"Q1039","NEWvalue","NAME_RU","","Сан-Томе и Принсипи"
"Q1039","NEWvalue","NAME_SV","","São Tomé och Príncipe"
"Q1039","NEWvalue","NAME_TR","","São Tomé ve Príncipe"
"Q1039","NEWvalue","NAME_VI","","São Tomé và Príncipe"
"Q1039","NEWvalue","NAME_ZH","","圣多美和普林西比"
"Q25230","MODvalue","NAME_ES","Bailía del Guernsey","Guernsey"
"Q14056","NEWvalue","NAME_BN","","ইয়ান মায়েন"
"Q26988","NEWvalue","NAME_AR","","جزر كوك"
"Q26988","NEWvalue","NAME_BN","","কুক দ্বীপপুঞ্জ"
"Q26988","NEWvalue","NAME_DE","","Cookinseln"
