"wd_id","status","variable","value_old","value_new"
"Q225","NEWvalue","NAME_RU","","Босния и Герцеговина"
"Q225","NEWvalue","NAME_SV","","Bosnien och Hercegovina"
"Q225","NEWvalue","NAME_TR","","Bosna-Hersek"
"Q225","NEWvalue","NAME_VI","","Bosna và Hercegovina"
"Q225","NEWvalue","NAME_ZH","","波斯尼亚和黑塞哥维那"
"Q736","MODvalue","NAME_EL","Ισημερινός","Εκουαδόρ"
"Q733","MODvalue","NAME_EN","Paraguay","Brazil 🇧🇷"
"Q217","MODvalue","NAME_DE","Moldawien","Republik Moldau"
"Q30","MODvalue","NAME_AR","الولايات المتحدة الأمريكية","الولايات المتحدة"
"Q983","NEWvalue","NAME_AR","","غينيا الاستوائية"
"Q983","NEWvalue","NAME_BN","","বিষুবীয় গিনি"
"Q983","NEWvalue","NAME_DE","","Äquatorialguinea"
"Q983","NEWvalue","NAME_EN","","Equatorial Guinea"
"Q983","NEWvalue","NAME_ES","","Guinea Ecuatorial"
"Q983","NEWvalue","NAME_FR","","Guinée équatoriale"
"Q983","NEWvalue","NAME_EL","","Ισημερινή Γουινέα"
"Q983","NEWvalue","NAME_HI","","भूमध्यरेखीय गिनी"
"Q983","NEWvalue","NAME_HU","","Egyenlítői-Guinea"
"Q983","NEWvalue","NAME_ID","","Guinea Khatulistiwa"
"Q983","NEWvalue","NAME_IT","","Guinea Equatoriale"
"Q983","NEWvalue","NAME_JA","","赤道ギニア"
"Q983","NEWvalue","NAME_KO","","적도 기니"
"Q983","NEWvalue","NAME_NL","","Equatoriaal-Guinea"
"Q983","NEWvalue","NAME_PL","","Gwinea Równikowa"
"Q983","NEWvalue","NAME_PT","","Guiné Equatorial"
"Q983","NEWvalue","NAME_RU","","Экваториальная Гвинея"
"Q983","NEWvalue","NAME_SV","","Ekvatorialguinea"
"Q983","NEWvalue","NAME_TR","","Ekvator Ginesi"
"Q983","NEWvalue","NAME_VI","","Guinea Xích Đạo"
"Q983","NEWvalue","NAME_ZH","","赤道几内亚"
"Q116970","NEWvalue","NAME_AR","","مقاطعة الأمم المتحدة العازلة في قبرص"
"Q116970","NEWvalue","NAME_BN","","সাইপ্রাস জাতিসংঘ বাফার জোন"
"Q116970","NEWvalue","NAME_DE","","UN-Pufferzone in Zypern"
"Q116970","NEWvalue","NAME_EN","","United Nations Buffer Zone in Cyprus"
"Q116970","NEWvalue","NAME_ES","","Línea Verde"
"Q116970","NEWvalue","NAME_FR","","ligne verte"
"Q116970","NEWvalue","NAME_EL","","Πράσινη Γραμμή"
"Q116970","NEWvalue","NAME_HI","","संयुक्त राष्ट्र बफर क्षेत्र"
"Q116970","NEWvalue","NAME_HU","","Zöld vonal"
"Q116970","NEWvalue","NAME_ID","","United Nations Buffer Zone di Cyprus"
"Q116970","NEWvalue","NAME_IT","","Linea Verde"
"Q116970","NEWvalue","NAME_JA","","グリーンライン"
"Q116970","NEWvalue","NAME_KO","","유엔 키프로스 완충 지대"
"Q116970","NEWvalue","NAME_NL","","VN-Bufferzone"
"Q116970","NEWvalue","NAME_PL","","Zielona linia"
"Q116970","NEWvalue","NAME_PT","","Linha Verde"
"Q116970","NEWvalue","NAME_RU","","Зелёная линия"
"Q116970","NEWvalue","NAME_SV","","FN:s buffertzon på Cypern"
"Q116970","NEWvalue","NAME_TR","","Yeşil Hat"
"Q116970","NEWvalue","NAME_VI","","Vùng đệm Liên Hiệp Quốc ở Cộng hòa Síp"
"Q116970","NEWvalue","NAME_ZH","","賽普勒斯聯合國緩衝區"
"Q333946","NEWvalue","NAME_AR","","نهر سياتشن الجليدي"
"Q333946","NEWvalue","NAME_BN","","সিয়াচেন হিমবাহ"
"Q333946","NEWvalue","NAME_DE","","Siachen-Gletscher"
"Q333946","NEWvalue","NAME_EN","","Siachen Glacier"
"Q333946","NEWvalue","NAME_ES","","Glaciar de Siachen"
"Q333946","NEWvalue","NAME_FR","","Glacier de Siachen"
"Q333946","NEWvalue","NAME_EL","","Παγετώνας Σιατσέν"
"Q333946","NEWvalue","NAME_HI","","सियाचीन"
"Q333946","NEWvalue","NAME_HU","","Siachen-gleccser"
"Q333946","NEWvalue","NAME_ID","","Siachen Glacier"
"Q333946","NEWvalue","NAME_IT","","ghiacciaio Siachen"
"Q333946","NEWvalue","NAME_JA","","シアチェン氷河"
"Q333946","NEWvalue","NAME_KO","","시아첸 빙하"
"Q333946","NEWvalue","NAME_NL","","Siachengletsjer"
"Q333946","NEWvalue","NAME_PL","","Lodowiec Siachen"
"Q333946","NEWvalue","NAME_PT","","Glaciar de Siachen"
"Q333946","NEWvalue","NAME_RU","","Сиачен"
"Q333946","NEWvalue","NAME_SV","","Siachen Glaciären"
"Q333946","NEWvalue","NAME_TR","","Siachen Buzulu"
"Q333946","NEWvalue","NAME_VI","","Sông băng Siachen"
"Q333946","NEWvalue","NAME_ZH","","锡亚琴冰川"
"Q51","NEWvalue","NAME_AR","","أنتاركتيكا"
"Q51","NEWvalue","NAME_BN","","অ্যান্টার্কটিকা"
"Q51","NEWvalue","NAME_DE","","Antarktika"
"Q51","NEWvalue","NAME_EN","","Antarctica"
"Q51","NEWvalue","NAME_ES","","Antártida"
"Q51","NEWvalue","NAME_FR","","Antarctique"
"Q51","NEWvalue","NAME_EL","","Ανταρκτική"
"Q51","NEWvalue","NAME_HI","","अंटार्कटिका"
"Q51","NEWvalue","NAME_HU","","Antarktika"
"Q51","NEWvalue","NAME_ID","","Antartika"
"Q51","NEWvalue","NAME_IT","","Antartide"
"Q51","NEWvalue","NAME_JA","","南極大陸"
"Q51","NEWvalue","NAME_KO","","남극"
"Q51","NEWvalue","NAME_NL","","Antarctica"
"Q51","NEWvalue","NAME_PL","","Antarktyda"
"Q51","NEWvalue","NAME_PT","","Antártida"
"Q51","NEWvalue","NAME_RU","","Антарктида"
"Q51","NEWvalue","NAME_SV","","Antarktis"
"Q51","NEWvalue","NAME_TR","","Antarktika"
"Q51","NEWvalue","NAME_VI","","Châu Nam Cực"
"Q51","NEWvalue","NAME_ZH","","南极洲"
"Q664","NEWvalue","NAME_AR","","نيوزيلندا"
"Q664","NEWvalue","NAME_BN","","নিউজিল্যান্ড"
"Q664","NEWvalue","NAME_DE","","Neuseeland"
"Q664","NEWvalue","NAME_EN","","New Zealand"
"Q664","NEWvalue","NAME_ES","","Nueva Zelanda"
"Q664","NEWvalue","NAME_FR","","Nouvelle-Zélande"
"Q664","NEWvalue","NAME_EL","","Νέα Ζηλανδία"
"Q664","NEWvalue","NAME_HI","","न्यूज़ीलैण्ड"
"Q664","NEWvalue","NAME_HU","","Új-Zéland"
"Q664","NEWvalue","NAME_ID","","Selandia Baru"
"Q664","NEWvalue","NAME_IT","","Nuova Zelanda"
"Q664","NEWvalue","NAME_JA","","ニュージーランド"
"Q664","NEWvalue","NAME_KO","","뉴질랜드"
"Q664","NEWvalue","NAME_NL","","Nieuw-Zeeland"
"Q664","NEWvalue","NAME_PL","","Nowa Zelandia"
"Q664","NEWvalue","NAME_PT","","Nova Zelândia"
"Q664","NEWvalue","NAME_RU","","Новая Зеландия"
"Q664","NEWvalue","NAME_SV","","Nya Zeeland"
"Q664","NEWvalue","NAME_TR","","Yeni Zelanda"
"Q664","NEWvalue","NAME_VI","","New Zealand"
"Q664","NEWvalue","NAME_ZH","","新西兰"
"Q865","MODvalue","NAME_DE","Republik China","Taiwan"
"Q865","MODvalue","NAME_PT","República da China","Taiwan"
"Q1042","MODvalue","NAME_RU","Сейшелы","Сейшельские Острова"
"Q754","NEWvalue","NAME_AR","","ترينيداد وتوباغو"
"Q754","NEWvalue","NAME_BN","","ত্রিনিদাদ ও টোবাগো"
"Q754","NEWvalue","NAME_DE","","Trinidad und Tobago"
"Q754","NEWvalue","NAME_EN","","Trinidad and Tobago"
"Q754","NEWvalue","NAME_ES","","Trinidad y Tobago"
"Q754","NEWvalue","NAME_FR","","Trinité-et-Tobago"
"Q754","NEWvalue","NAME_EL","","Τρινιντάντ και Τομπάγκο"
"Q754","NEWvalue","NAME_HI","","त्रिनिदाद और टोबैगो"
"Q754","NEWvalue","NAME_HU","","Trinidad és Tobago"
"Q754","NEWvalue","NAME_ID","","Trinidad dan Tobago"
"Q754","NEWvalue","NAME_IT","","Trinidad e Tobago"
"Q754","NEWvalue","NAME_JA","","トリニダード・トバゴ"
"Q754","NEWvalue","NAME_KO","","트리니다드 토바고"
"Q754","NEWvalue","NAME_NL","","Trinidad en Tobago"
"Q754","NEWvalue","NAME_PL","","Trynidad i Tobago"
"Q754","NEWvalue","NAME_PT","","Trinidad e Tobago"
"Q754","NEWvalue","NAME_RU","","Тринидад и Тобаго"
"Q754","NEWvalue","NAME_SV","","Trinidad och Tobago"
"Q754","NEWvalue","NAME_TR","","Trinidad ve Tobago"
"Q754","NEWvalue","NAME_VI","","Trinidad và Tobago"
"Q754","NEWvalue","NAME_ZH","","千里達及托巴哥"
"Q760","MODvalue","NAME_IT","Santa Lucia","Saint Lucia"
"Q781","NEWvalue","NAME_AR","","أنتيغوا وباربودا"
"Q781","NEWvalue","NAME_BN","","অ্যান্টিগুয়া ও বার্বুডা"
"Q781","NEWvalue","NAME_DE","","Antigua und Barbuda"
"Q781","NEWvalue","NAME_EN","","Antigua and Barbuda"
"Q781","NEWvalue","NAME_ES","","Antigua y Barbuda"
"Q781","NEWvalue","NAME_FR","","Antigua-et-Barbuda"
"Q781","NEWvalue","NAME_EL","","Αντίγκουα και Μπαρμπούντα"
"Q781","NEWvalue","NAME_HI","","अण्टीगुआ और बारबूडा"
"Q781","NEWvalue","NAME_HU","","Antigua és Barbuda"
"Q781","NEWvalue","NAME_ID","","Antigua dan Barbuda"
"Q781","NEWvalue","NAME_IT","","Antigua e Barbuda"
"Q781","NEWvalue","NAME_JA","","アンティグア・バーブーダ"
"Q781","NEWvalue","NAME_KO","","앤티가 바부다"
"Q781","NEWvalue","NAME_NL","","Antigua en Barbuda"
"Q781","NEWvalue","NAME_PL","","Antigua i Barbuda"
"Q781","NEWvalue","NAME_PT","","Antígua e Barbuda"
"Q781","NEWvalue","NAME_RU","","Антигуа и Барбуда"
"Q781","NEWvalue","NAME_SV","","Antigua och Barbuda"
"Q781","NEWvalue","NAME_TR","","Antigua ve Barbuda"
"Q781","NEWvalue","NAME_VI","","Antigua và Barbuda"
"Q781","NEWvalue","NAME_ZH","","安提瓜和巴布达"
"Q1039","NEWvalue","NAME_AR","","ساو تومي وبرينسيب"
"Q1039","NEWvalue","NAME_BN","","সাঁউ তুমি ও প্রিন্সিপি"
"Q1039","NEWvalue","NAME_DE","","São Tomé und Príncipe"
"Q1039","NEWvalue","NAME_EN","","São Tomé and Príncipe"
"Q1039","NEWvalue","NAME_ES","","Santo Tomé y Príncipe"
"Q1039","NEWvalue","NAME_FR","","Sao Tomé-et-Principe"
"Q1039","NEWvalue","NAME_EL","","Σάο Τομέ και Πρίνσιπε"
"Q1039","NEWvalue","NAME_HI","","साओ तोमे और प्रिन्सिपी"
"Q1039","NEWvalue","NAME_HU","","São Tomé és Príncipe"
"Q1039","NEWvalue","NAME_ID","","Sao Tome dan Principe"
"Q1039","NEWvalue","NAME_IT","","São Tomé e Príncipe"
"Q1039","NEWvalue","NAME_JA","","サントメ・プリンシペ"
"Q1039","NEWvalue","NAME_KO","","상투메 프린시페"
"Q1039","NEWvalue","NAME_NL","","Sao Tomé en Principe"
"Q1039","NEWvalue","NAME_PL","","Wyspy Świętego Tomasza i Książęca"
"Q1039","NEWvalue","NAME_PT","","São Tomé e Príncipe"
"Q1039","NEWvalue","NAME_RU","","Сан-Томе и Принсипи"
"Q1039","NEWvalue","NAME_SV","","São Tomé och Príncipe"
"Q1039","NEWvalue","NAME_TR","","São Tomé ve Príncipe"
"Q1039","NEWvalue","NAME_VI","","São Tomé và Príncipe"
"Q1039","NEWvalue","NAME_ZH","","圣多美和普林西比"
"Q685","MODvalue","NAME_FR","Salomon","Îles Salomon"
"Q215664","NEWvalue","NAME_HU","","Spratly-szigetek"
"Q1257783","NEWvalue","NAME_AR","","ضفة باجو نيوفو"
"Q1257783","NEWvalue","NAME_BN","","বাজো নুয়েভো তীর"
"Q1257783","NEWvalue","NAME_DE","","Bajo-Nuevo-Bank"
"Q1257783","NEWvalue","NAME_EN","","Bajo Nuevo Bank"
"Q1257783","NEWvalue","NAME_ES","","Bajo Nuevo"
"Q1257783","NEWvalue","NAME_FR","","Banc de Bajo Nuevo"
"Q1257783","NEWvalue","NAME_EL","","Μπάτζο Νουέβο Μπανκ"
"Q1257783","NEWvalue","NAME_HI","","बाखो न्युएवो तट"
"Q1257783","NEWvalue","NAME_HU","","Petrel-szigetek"
"Q1257783","NEWvalue","NAME_ID","","Tepi Bajo Nuevo"
"Q1257783","NEWvalue","NAME_IT","","Bajo Nuevo Bank"
"Q1257783","NEWvalue","NAME_JA","","バホヌエボ"
"Q1257783","NEWvalue","NAME_KO","","바호 누에보 뱅크"
"Q1257783","NEWvalue","NAME_NL","","Bajo Nuevo"
"Q1257783","NEWvalue","NAME_PL","","Bajo Nuevo"
"Q1257783","NEWvalue","NAME_PT","","Ilha Baixo Novo"
"Q1257783","NEWvalue","NAME_RU","","Бахо-Нуэво"
"Q1257783","NEWvalue","NAME_SV","","Bajo Nuevo"
"Q1257783","NEWvalue","NAME_TR","","Bajo Nuevo Bank"
"Q1257783","NEWvalue","NAME_VI","","Bajo Nuevo Bank"
"Q1257783","NEWvalue","NAME_ZH","","巴霍努埃沃礁"
"Q628716","NEWvalue","NAME_HU","","Scarborough-zátony"
"Q628716","MODvalue","NAME_SV","Panatag","Scarboroughrevet"
