"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q1050","","1249514","سوازيلاند","সোয়াজিল্যান্ড","Swasiland","Swaziland","eSwatini","Swaziland","Σουαζιλάνδη","स्वाज़ीलैण्ड","Szváziföld","Swaziland","Swaziland","スワジランド","스와질란드","Swaziland","Suazi","eSwatini","Свазиленд","Swaziland","Svaziland","Swaziland","斯威士兰"
"Q399","","2976566","أرمينيا","আর্মেনিয়া","Armenien","Armenia","Armenia","Arménie","Αρμενία","आर्मीनिया","Örményország","Armenia","Armenia","アルメニア","아르메니아","Armenië","Armenia","Arménia","Армения","Armenien","Ermenistan","Armenia","亞美尼亞"
"Q1246","","1883018","كوسوفو","কসোভো","Kosovo","Kosovo","Kosovo","Kosovo","Κοσσυφοπέδιο","कोसोवो गणराज्य","Koszovó","Kosovo","Kosovo","コソボ共和国","코소보","Kosovo","Kosowo","Kosovo","Республика Косово","Kosovo","Kosova","Kosovo","科索沃"
"Q6250","","586000","الصحراء الغربية","পশ্চিম সাহারা","Westsahara","Western Sahara","Sahara Occidental","Sahara occidental","Δυτική Σαχάρα","पश्चिमी सहारा","Nyugat-Szahara","Sahara Barat","Sahara Occidentale","西サハラ","서사하라","Westelijke Sahara","Sahara Zachodnia","Saara Ocidental","Западная Сахара","Västsahara","Batı Sahra","Tây Sahara","西撒哈拉"
"Q403","","7041599","صربيا","সার্বিয়া","Serbien","Serbia","Serbia","Serbie","Σερβία","सर्बिया","Szerbia","Serbia","Serbia","セルビア","세르비아","Servië","Serbia","Sérvia","Сербия","Serbien","Sırbistan","Serbia","塞尔维亚"
"Q23681","","313626","قبرص الشمالية","তুর্কী উত্তর সাইপ্রাস প্রজাতন্ত্র","Türkische Republik Nordzypern","Turkish Republic of Northern Cyprus","República Turca del Norte de Chipre","Chypre du Nord","Τουρκική Δημοκρατία της Βόρειας Κύπρου","उत्तरी साइप्रस","Észak-Ciprus","Republik Turki Siprus Utara","Cipro del Nord","北キプロス・トルコ共和国","북키프로스","Noord-Cyprus","Cypr Północny","República Turca de Chipre do Norte","Турецкая Республика Северного Кипра","Nordcypern","Kuzey Kıbrıs Türk Cumhuriyeti","Bắc Síp","北賽普勒斯土耳其共和國"
"Q408","","23401892","أستراليا","অস্ট্রেলিয়া","Australien","Australia","Australia","Australie","Αυστραλία","ऑस्ट्रेलिया","Ausztrália","Australia","Australia","オーストラリア","오스트레일리아","Australië","Australia","Austrália","Австралия","Australien","Avustralya","Úc","澳大利亚"
"Q116970","","","مقاطعة الأمم المتحدة العازلة في قبرص","সাইপ্রাস জাতিসংঘ বাফার জোন","UN-Pufferzone in Zypern","United Nations Buffer Zone in Cyprus","Línea Verde","ligne verte","Πράσινη Γραμμή","संयुक्त राष्ट्र बफर क्षेत्र","Zöld vonal","United Nations Buffer Zone di Cyprus","Linea Verde","グリーンライン","유엔 키프로스 완충 지대","VN-Bufferzone","Zielona linia","Linha Verde","Зелёная линия","FN:s buffertzon på Cypern","Yeşil Hat","Vùng đệm Liên Hiệp Quốc ở Cộng hòa Síp","賽普勒斯聯合國緩衝區"
"Q34754","","4500000","صوماليلاند","সোমালিল্যান্ড","Somaliland","Somaliland","Somalilandia","Somaliland","Σομαλιλάνδη","सोमालीदेश","Szomáliföld","Somaliland","Somaliland","ソマリランド","소말릴란드","Somaliland","Somaliland","Somalilândia","Сомалиленд","Somaliland","Somaliland","Somaliland","索马里兰"
"Q414","","43417000","الأرجنتين","আর্জেন্টিনা","Argentinien","Argentina","Argentina","Argentine","Αργεντινή","अर्जेण्टीना","Argentína","Argentina","Argentina","アルゼンチン","아르헨티나","Argentinië","Argentyna","Argentina","Аргентина","Argentina","Arjantin","Argentina","阿根廷"
"Q333946","","","نهر سياتشن الجليدي","সিয়াচেন হিমবাহ","Siachen-Gletscher","Siachen Glacier","Glaciar de Siachen","Glacier de Siachen","Παγετώνας Σιατσέν","सियाचीन","Siachen-gleccser","Siachen Glacier","ghiacciaio Siachen","シアチェン氷河","시아첸 빙하","Siachengletsjer","Lodowiec Siachen","Glaciar de Siachen","Сиачен","Siachen Glaciären","Siachen Buzulu","Sông băng Siachen","锡亚琴冰川"
"Q165413","","73127","بايكونور","বাইকুনোর","Baikonur","Baikonur","Baikonur","Baïkonour","Μπαϊκονούρ","बायकोनूर","Bajkonur","Baykonur","Bayqoñyr","バイコヌール","바이코누르","Bajkonoer","Bajkonur","Baikonur","Байконур","Bajkonur","Baykonur","Baikonur","拜科努爾"
"Q419","","30375603","بيرو","পেরু","Peru","Peru","Perú","Pérou","Περού","पेरू","Peru","Peru","Perù","ペルー","페루","Peru","Peru","Peru","Перу","Peru","Peru","Peru","秘鲁"
"Q423","","24895480","كوريا الشمالية","উত্তর কোরিয়া","Nordkorea","North Korea","Corea del Norte","Corée du Nord","Βόρεια Κορέα","उत्तर कोरिया","Észak-Korea","Korea Utara","Corea del Nord","朝鮮民主主義人民共和国","조선민주주의인민공화국","Noord-Korea","Korea Północna","Coreia do Norte","Корейская Народно-Демократическая Республика","Nordkorea","Kuzey Kore","Cộng hòa Dân chủ Nhân dân Triều Tiên","朝鲜民主主义人民共和国"
"Q424","","15135169","كمبوديا","কম্বোডিয়া","Kambodscha","Cambodia","Camboya","Cambodge","Καμπότζη","कम्बोडिया","Kambodzsa","Kamboja","Cambogia","カンボジア","캄보디아","Cambodja","Kambodża","Camboja","Камбоджа","Kambodja","Kamboçya","Campuchia","柬埔寨"
"Q574","","1180069","تيمور الشرقية","পূর্ব তিমুর","Osttimor","East Timor","Timor Oriental","Timor oriental","Ανατολικό Τιμόρ","पूर्वी तिमोर","Kelet-Timor","Timor Leste","Timor Est","東ティモール","동티모르","Oost-Timor","Timor Wschodni","Timor-Leste","Восточный Тимор","Östtimor","Doğu Timor","Đông Timor","东帝汶"
"Q657","","12825314","تشاد","চাদ","Tschad","Chad","Chad","Tchad","Τσαντ","चाड","Csád","Chad","Ciad","チャド","차드","Tsjaad","Czad","Chade","Чад","Tchad","Çad","Tchad","乍得"
"Q792","","6340454","السلفادور","এল সালভাদোর","El Salvador","El Salvador","El Salvador","Salvador","Ελ Σαλβαδόρ","अल साल्वाडोर","El Salvador","El Salvador","El Salvador","エルサルバドル","엘살바도르","El Salvador","Salwador","El Salvador","Сальвадор","El Salvador","El Salvador","El Salvador","萨尔瓦多"
"Q796","","33417476","العراق","ইরাক","Irak","Iraq","Irak","Irak","Ιράκ","इराक़","Irak","Irak","Iraq","イラク","이라크","Irak","Irak","Iraque","Ирак","Irak","Irak","Iraq","伊拉克"
"Q794","","77447168","إيران","ইরান","Iran","Iran","Irán","Iran","Ιράν","ईरान","Irán","Iran","Iran","イラン","이란","Iran","Iran","Irão","Иран","Iran","İran","Iran","伊朗"
"Q801","","8796200","إسرائيل","ইসরায়েল","Israel","Israel","Israel","Israël","Ισραήλ","इज़राइल","Izrael","Israel","Israele","イスラエル","이스라엘","Israël","Izrael","Israel","Израиль","Israel","İsrail","Israel","以色列"
"Q800","","4872166","كوستاريكا","কোস্টা রিকা","Costa Rica","Costa Rica","Costa Rica","Costa Rica","Κόστα Ρίκα","कोस्टा रीका","Costa Rica","Kosta Rika","Costa Rica","コスタリカ","코스타리카","Costa Rica","Kostaryka","Costa Rica","Коста-Рика","Costa Rica","Kosta Rika","Costa Rica","哥斯达黎加"
"Q804","","3864170","بنما","পানামা","Panama","Panama","Panamá","Panama","Παναμάς","पनामा","Panama","Panama","Panama","パナマ","파나마","Panama","Panama","Panamá","Панама","Panama","Panama","Panama","巴拿马"
"Q805","","26183676","اليمن","ইয়েমেন","Jemen","Yemen","Yemen","Yémen","Υεμένη","यमन","Jemen","Yaman","Yemen","イエメン","예멘","Jemen","Jemen","Iémen","Йемен","Jemen","Yemen","Yemen","也门"
"Q810","","9813095","الأردن","জর্দান","Jordanien","Jordan","Jordania","Jordanie","Ιορδανία","जॉर्डन","Jordánia","Yordania","Giordania","ヨルダン","요르단","Jordanië","Jordania","Jordânia","Иордания","Jordanien","Ürdün","Jordan","约旦"
"Q811","","6080478","نيكاراغوا","নিকারাগুয়া","Nicaragua","Nicaragua","Nicaragua","Nicaragua","Νικαράγουα","निकारागुआ","Nicaragua","Nikaragua","Nicaragua","ニカラグア","니카라과","Nicaragua","Nikaragua","Nicarágua","Никарагуа","Nicaragua","Nikaragua","Nicaragua","尼加拉瓜"
"Q813","","6000000","قيرغيزستان","কির্গিজস্তান","Kirgisistan","Kyrgyzstan","Kirguistán","Kirghizistan","Κιργιζία","किर्गिज़स्तान","Kirgizisztán","Kirgizstan","Kirghizistan","キルギス","키르기스스탄","Kirgizië","Kirgistan","Quirguistão","Киргизия","Kirgizistan","Kırgızistan","Kyrgyzstan","吉尔吉斯斯坦"
"Q817","","4660000","الكويت","কুয়েত","Kuwait","Kuwait","Kuwait","Koweït","Κουβέιτ","कुवैत","Kuvait","Kuwait","Kuwait","クウェート","쿠웨이트","Koeweit","Kuwejt","Kuwait","Кувейт","Kuwait","Kuveyt","Kuwait","科威特"
"Q819","","6769727","لاوس","লাওস","Laos","Laos","Laos","Laos","Λάος","लाओस","Laosz","Laos","Laos","ラオス","라오스","Laos","Laos","Laos","Лаос","Laos","Laos","Lào","老挝"
"Q822","","4467390","لبنان","লেবানন","Libanon","Lebanon","Líbano","Liban","Λίβανος","लेबनान","Libanon","Lebanon","Libano","レバノン","레바논","Libanon","Liban","Líbano","Ливан","Libanon","Lübnan","Liban","黎巴嫩"
"Q826","","345023","جزر المالديف","মালদ্বীপ","Malediven","Maldives","Maldivas","Maldives","Μαλδίβες","मालदीव","Maldív-szigetek","Maladewa","Maldive","モルディブ","몰디브","Maldiven","Malediwy","Maldivas","Мальдивы","Maldiverna","Maldivler","Maldives","马尔代夫"
"Q833","","29716965","ماليزيا","মালয়েশিয়া","Malaysia","Malaysia","Malasia","Malaisie","Μαλαισία","मलेशिया","Malajzia","Malaysia","Malesia","マレーシア","말레이시아","Maleisië","Malezja","Malásia","Малайзия","Malaysia","Malezya","Malaysia","马来西亚"
"Q836","","53259018","ميانمار","মায়ানমার","Myanmar","Myanmar","Birmania","Birmanie","Μιανμάρ","म्यान्मार","Mianmar","Myanmar","Birmania","ミャンマー","미얀마","Myanmar","Mjanma","Mianmar","Мьянма","Burma","Myanmar","Myanma","缅甸"
"Q837","","30986975","نيبال","নেপাল","Nepal","Nepal","Nepal","Népal","Νεπάλ","नेपाल","Nepál","Nepal","Nepal","ネパール","네팔","Nepal","Nepal","Nepal","Непал","Nepal","Nepal","Nepal","尼泊尔"
"Q842","","3632444","سلطنة عمان","ওমান","Oman","Oman","Omán","Oman","Ομάν","ओमान","Omán","Oman","Oman","オマーン","오만","Oman","Oman","Omã","Оман","Oman","Umman","Oman","阿曼"
"Q843","","182142594","باكستان","পাকিস্তান","Pakistan","Pakistan","Pakistán","Pakistan","Πακιστάν","पाकिस्तान","Pakisztán","Pakistan","Pakistan","パキスタン","파키스탄","Pakistan","Pakistan","Paquistão","Пакистан","Pakistan","Pakistan","Pakistan","巴基斯坦"
"Q846","","2168673","قطر","কাতার","Katar","Qatar","Catar","Qatar","Κατάρ","क़तर","Katar","Qatar","Qatar","カタール","카타르","Qatar","Katar","Catar","Катар","Qatar","Katar","Qatar","卡塔尔"
"Q851","","28828870","المملكة العربية السعودية","সৌদি আরব","Saudi-Arabien","Saudi Arabia","Arabia Saudita","Arabie saoudite","Σαουδική Αραβία","सउदी अरब","Szaúd-Arábia","Arab Saudi","Arabia Saudita","サウジアラビア","사우디아라비아","Saoedi-Arabië","Arabia Saudyjska","Arábia Saudita","Саудовская Аравия","Saudiarabien","Suudi Arabistan","Ả Rập Saudi","沙特阿拉伯"
"Q858","","22845550","سوريا","সিরিয়া","Syrien","Syria","Siria","Syrie","Συρία","सीरिया","Szíria","Suriah","Siria","シリア","시리아","Syrië","Syria","Síria","Сирия","Syrien","Suriye","Syria","叙利亚"
"Q854","","20277597","سريلانكا","শ্রীলঙ্কা","Sri Lanka","Sri Lanka","Sri Lanka","Sri Lanka","Σρι Λάνκα","श्रीलंका","Srí Lanka","Sri Lanka","Sri Lanka","スリランカ","스리랑카","Sri Lanka","Sri Lanka","Sri Lanka","Шри-Ланка","Sri Lanka","Sri Lanka","Sri Lanka","斯里蘭卡"
"Q668","","1339180127","الهند","ভারত","Indien","India","India","Inde","Ινδία","भारत","India","India","India","インド","인도","India","Indie","Índia","Индия","Indien","Hindistan","Ấn Độ","印度"
"Q664","","4793700","نيوزيلندا","নিউজিল্যান্ড","Neuseeland","New Zealand","Nueva Zelanda","Nouvelle-Zélande","Νέα Ζηλανδία","न्यूज़ीलैण्ड","Új-Zéland","Selandia Baru","Nuova Zelanda","ニュージーランド","뉴질랜드","Nieuw-Zeeland","Nowa Zelandia","Nova Zelândia","Новая Зеландия","Nya Zeeland","Yeni Zelanda","New Zealand","新西兰"
"Q16","","35702707","كندا","কানাডা","Kanada","Canada","Canadá","Canada","Καναδάς","कनाडा","Kanada","Kanada","Canada","カナダ","캐나다","Canada","Kanada","Canadá","Канада","Kanada","Kanada","Canada","加拿大"
"Q17","","127110047","اليابان","জাপান","Japan","Japan","Japón","Japon","Ιαπωνία","जापान","Japán","Jepang","Giappone","日本","일본","Japan","Japonia","Japão","Япония","Japan","Japonya","Nhật Bản","日本"
"Q672","","9876","توفالو","টুভালু","Tuvalu","Tuvalu","Tuvalu","Tuvalu","Τουβαλού","तुवालू","Tuvalu","Tuvalu","Tuvalu","ツバル","투발루","Tuvalu","Tuvalu","Tuvalu","Тувалу","Tuvalu","Tuvalu","Tuvalu","吐瓦魯"
"Q678","","105323","تونغا","টোঙ্গা","Tonga","Tonga","Tonga","Tonga","Τόνγκα","टोंगा","Tonga","Tonga","Tonga","トンガ","통가","Tonga","Tonga","Tonga","Тонга","Tonga","Tonga","Tonga","東加"
"Q683","","190372","ساموا","সামোয়া","Samoa","Samoa","Samoa","Samoa","Σαμόα","समोआ","Szamoa","Samoa","Samoa","サモア","사모아","Samoa","Samoa","Samoa","Самоа","Samoa","Samoa","Samoa","萨摩亚"
"Q20","","5213985","النرويج","নরওয়ে","Norwegen","Norway","Noruega","Norvège","Νορβηγία","नॉर्वे","Norvégia","Norwegia","Norvegia","ノルウェー","노르웨이","Noorwegen","Norwegia","Noruega","Норвегия","Norge","Norveç","Na Uy","挪威"
"Q685","","561231","جزر سليمان","সলোমন দ্বীপপুঞ্জ","Salomonen","Solomon Islands","Islas Salomón","Îles Salomon","Νήσοι Σολομώντα","सोलोमन द्वीपसमूह","Salamon-szigetek","Kepulauan Solomon","Isole Salomone","ソロモン諸島","솔로몬 제도","Salomonseilanden","Wyspy Salomona","Ilhas Salomão","Соломоновы Острова","Salomonöarna","Solomon Adaları","Quần đảo Solomon","索羅門群島"
"Q28","","9817958","المجر","হাঙ্গেরি","Ungarn","Hungary","Hungría","Hongrie","Ουγγαρία","हंगरी","Magyarország","Hongaria","Ungheria","ハンガリー","헝가리","Hongarije","Węgry","Hungria","Венгрия","Ungern","Macaristan","Hungary","匈牙利"
"Q27","","4588252","جمهورية أيرلندا","প্রজাতন্ত্রী আয়ারল্যান্ড","Irland","Ireland","Irlanda","Irlande","Δημοκρατία της Ιρλανδίας","आयरलैण्ड","Írország","Republik Irlandia","Irlanda","アイルランド","아일랜드","Ierland","Irlandia","República da Irlanda","Ирландия","Irland","İrlanda","Cộng hòa Ireland","爱尔兰共和国"
"Q686","","252763","فانواتو","ভানুয়াটু","Vanuatu","Vanuatu","Vanuatu","Vanuatu","Βανουάτου","वानूआटू","Vanuatu","Vanuatu","Vanuatu","バヌアツ","바누아투","Vanuatu","Vanuatu","Vanuatu","Вануату","Vanuatu","Vanuatu","Vanuatu","萬那杜"
"Q691","","7321262","بابوا غينيا الجديدة","পাপুয়া নিউগিনি","Papua-Neuguinea","Papua New Guinea","Papúa Nueva Guinea","Papouasie-Nouvelle-Guinée","Παπούα Νέα Γουινέα","पापुआ न्यू गिनी","Pápua Új-Guinea","Papua Nugini","Papua Nuova Guinea","パプアニューギニア","파푸아뉴기니","Papoea-Nieuw-Guinea","Papua-Nowa Gwinea","Papua-Nova Guiné","Папуа-Новая Гвинея","Papua Nya Guinea","Papua Yeni Gine","Papua New Guinea","巴布亚新几内亚"
"Q697","","10084","ناورو","নাউরু","Nauru","Nauru","Nauru","Nauru","Ναουρού","नौरु","Nauru","Nauru","Nauru","ナウル","나우루","Nauru","Nauru","Nauru","Науру","Nauru","Nauru","Nauru","諾魯"
"Q29","","46528024","إسبانيا","স্পেন","Spanien","Spain","España","Espagne","Ισπανία","स्पेन","Spanyolország","Spanyol","Spagna","スペイン","스페인","Spanje","Hiszpania","Espanha","Испания","Spanien","İspanya","Tây Ban Nha","西班牙"
"Q30","","323952889","الولايات المتحدة","মার্কিন যুক্তরাষ্ট্র","Vereinigte Staaten","United States of America","Estados Unidos","États-Unis","Ηνωμένες Πολιτείες Αμερικής","संयुक्त राज्य अमेरिका","Amerikai Egyesült Államok","Amerika Serikat","Stati Uniti d'America","アメリカ合衆国","미국","Verenigde Staten van Amerika","Stany Zjednoczone","Estados Unidos","Соединённые Штаты Америки","USA","Amerika Birleşik Devletleri","Hoa Kỳ","美国"
"Q702","","103549","ولايات ميكرونيسيا المتحدة","মাইক্রোনেশিয়া যুক্তরাজ্য","Mikronesien","Federated States of Micronesia","Micronesia","Micronésie","Μικρονησία","माइक्रोनेशिया के संघीकृत राज्य","Mikronéziai Szövetségi Államok","Mikronesia","Stati Federati di Micronesia","ミクロネシア連邦","미크로네시아 연방","Micronesia","Mikronezja","Micronésia","Микронезия","Mikronesiens federerade stater","Mikronezya","Micronesia","密克罗尼西亚联邦"
"Q709","","52634","جزر مارشال","মার্শাল দ্বীপপুঞ্জ","Marshallinseln","Marshall Islands","Islas Marshall","îles Marshall","Νησιά Μάρσαλ","मार्शल द्वीपसमूह","Marshall-szigetek","Kepulauan Marshall","Isole Marshall","マーシャル諸島","마셜 제도","Marshalleilanden","Wyspy Marshalla","Ilhas Marshall","Маршалловы Острова","Marshallöarna","Marshall Adaları","Quần đảo Marshall","馬紹爾群島"
"Q710","","102351","كيريباتي","কিরিবাস","Kiribati","Kiribati","Kiribati","Kiribati","Κιριμπάτι","किरिबाती","Kiribati","Kiribati","Kiribati","キリバス","키리바시","Kiribati","Kiribati","Kiribati","Кирибати","Kiribati","Kiribati","Kiribati","吉里巴斯"
"Q711","","3081678","منغوليا","মঙ্গোলিয়া","Mongolei","Mongolia","Mongolia","Mongolie","Μογγολία","मंगोलिया","Mongólia","Mongolia","Mongolia","モンゴル国","몽골","Mongolië","Mongolia","Mongólia","Монголия","Mongoliet","Moğolistan","Mông Cổ","蒙古国"
"Q31","","11150516","بلجيكا","বেলজিয়াম","Belgien","Belgium","Bélgica","Belgique","Βέλγιο","बेल्जियम","Belgium","Belgia","Belgio","ベルギー","벨기에","België","Belgia","Bélgica","Бельгия","Belgien","Belçika","Bỉ","比利时"
"Q712","","881065","فيجي","ফিজি","Fidschi","Fiji","Fiyi","Fidji","Φίτζι","फ़िजी","Fidzsi-szigetek","Fiji","Figi","フィジー","피지","Fiji","Fidżi","Fiji","Фиджи","Fiji","Fiji","Fiji","斐濟"
"Q717","","30405207","فنزويلا","ভেনেজুয়েলা","Venezuela","Venezuela","Venezuela","Venezuela","Βενεζουέλα","वेनेज़ुएला","Venezuela","Venezuela","Venezuela","ベネズエラ","베네수엘라","Venezuela","Wenezuela","Venezuela","Венесуэла","Venezuela","Venezuela","Venezuela","委內瑞拉"
"Q32","","543360","لوكسمبورغ","লুক্সেমবুর্গ","Luxemburg","Luxembourg","Luxemburgo","Luxembourg","Λουξεμβούργο","लक्ज़मबर्ग","Luxemburg","Luksemburg","Lussemburgo","ルクセンブルク","룩셈부르크","Luxemburg","Luksemburg","Luxemburgo","Люксембург","Luxemburg","Lüksemburg","Luxembourg","卢森堡"
"Q733","","6802295","باراغواي","প্যারাগুয়ে","Paraguay","Brazil 🇧🇷","Paraguay","Paraguay","Παραγουάη","पैराग्वे","Paraguay","Paraguay","Paraguay","パラグアイ","파라과이","Paraguay","Paragwaj","Paraguai","Парагвай","Paraguay","Paraguay","Paraguay","巴拉圭"
"Q730","","539276","سورينام","সুরিনাম","Suriname","Suriname","Surinam","Suriname","Σουρινάμ","सूरीनाम","Suriname","Suriname","Suriname","スリナム","수리남","Suriname","Surinam","Suriname","Суринам","Surinam","Surinam","Suriname","蘇利南"
"Q34","","9954420","السويد","সুইডেন","Schweden","Sweden","Suecia","Suède","Σουηδία","स्वीडन","Svédország","Swedia","Svezia","スウェーデン","스웨덴","Zweden","Szwecja","Suécia","Швеция","Sverige","İsveç","Thụy Điển","瑞典"
"Q33","","5501043","فنلندا","ফিনল্যান্ড","Finnland","Finland","Finlandia","Finlande","Φινλανδία","फ़िनलैण्ड","Finnország","Finlandia","Finlandia","フィンランド","핀란드","Finland","Finlandia","Finlândia","Финляндия","Finland","Finlandiya","Phần Lan","芬兰"
"Q35","","5707251","الدنمارك","ডেনমার্ক","Dänemark","Denmark","Dinamarca","Danemark","Δανία","डेनमार्क","Dánia","Denmark","Danimarca","デンマーク","덴마크","Denemarken","Dania","Dinamarca","Дания","Danmark","Danimarka","Đan Mạch","丹麦"
"Q734","","799613","غيانا","গায়ানা","Guyana","Guyana","Guyana","Guyana","Γουιάνα","गयाना","Guyana","Guyana","Guyana","ガイアナ","가이아나","Guyana","Gujana","Guiana","Гайана","Guyana","Guyana","Guyana","圭亚那"
"Q739","","47704427","كولومبيا","কলম্বিয়া","Kolumbien","Colombia","Colombia","Colombie","Κολομβία","कोलम्बिया","Kolumbia","Kolombia","Colombia","コロンビア","콜롬비아","Colombia","Kolumbia","Colômbia","Колумбия","Colombia","Kolombiya","Colombia","哥伦比亚"
"Q736","","15737878","الإكوادور","ইকুয়েডর","Ecuador","Ecuador","Ecuador","Équateur","Εκουαδόρ","ईक्वाडोर","Ecuador","Ekuador","Ecuador","エクアドル","에콰도르","Ecuador","Ekwador","Equador","Эквадор","Ecuador","Ekvador","Ecuador","厄瓜多尔"
"Q37","","2810118","ليتوانيا","লিথুয়ানিয়া","Litauen","Lithuania","Lituania","Lituanie","Λιθουανία","लिथुआनिया","Litvánia","Lituania","Lituania","リトアニア","리투아니아","Litouwen","Litwa","Lituânia","Литва","Litauen","Litvanya","Litva","立陶宛"
"Q36","","38454576","بولندا","পোল্যান্ড","Polen","Poland","Polonia","Pologne","Πολωνία","पोलैंड","Lengyelország","Polandia","Polonia","ポーランド","폴란드","Polen","Polska","Polónia","Польша","Polen","Polonya","Ba Lan","波兰"
"Q750","","10671200","بوليفيا","বলিভিয়া","Bolivien","Bolivia","Bolivia","Bolivie","Βολιβία","बोलिविया","Bolívia","Bolivia","Bolivia","ボリビア","볼리비아","Bolivia","Boliwia","Bolívia","Боливия","Bolivia","Bolivya","Bolivia","玻利維亞"
"Q754","","1341151","ترينيداد وتوباغو","ত্রিনিদাদ ও টোবাগো","Trinidad und Tobago","Trinidad and Tobago","Trinidad y Tobago","Trinité-et-Tobago","Τρινιντάντ και Τομπάγκο","त्रिनिदाद और टोबैगो","Trinidad és Tobago","Trinidad dan Tobago","Trinidad e Tobago","トリニダード・トバゴ","트리니다드 토바고","Trinidad en Tobago","Trynidad i Tobago","Trinidad e Tobago","Тринидад и Тобаго","Trinidad och Tobago","Trinidad ve Tobago","Trinidad và Tobago","千里達及托巴哥"
"Q757","","109373","سانت فينسنت والغرينادين","সেন্ট ভিনসেন্ট ও গ্রেনাডাইন দ্বীপপুঞ্জ","St. Vincent und die Grenadinen","Saint Vincent and the Grenadines","San Vicente y las Granadinas","Saint-Vincent-et-les-Grenadines","Άγιος Βικέντιος και Γρεναδίνες","सन्त विन्सेण्ट और ग्रेनाडाइन्स","Saint Vincent és a Grenadine-szigetek","Saint Vincent dan Grenadines","Saint Vincent e Grenadine","セントビンセント・グレナディーン","세인트빈센트 그레나딘","Saint Vincent en de Grenadines","Saint Vincent i Grenadyny","São Vicente e Granadinas","Сент-Винсент и Гренадины","Saint Vincent och Grenadinerna","Saint Vincent ve Grenadinler","Saint Vincent và Grenadines","圣文森特和格林纳丁斯"
"Q38","","60599936","إيطاليا","ইতালি","Italien","Italy","Italia","Italie","Ιταλία","इटली","Olaszország","Italia","Italia","イタリア","이탈리아","Italië","Włochy","Itália","Италия","Italien","İtalya","Ý","意大利"
