"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q39760","","1816379","قطاع غزة","গাজা ভূখণ্ড","Gazastreifen","Gaza Strip","Franja de Gaza","bande de Gaza","Λωρίδα της Γάζας","ग़ज़ा पट्टी","Gázai övezet","Jalur Gaza","Striscia di Gaza","ガザ地区","가자 지구","Gazastrook","Strefa Gazy","Faixa de Gaza","сектор Газа","Gazaremsan","Gazze Şeridi","Dải Gaza","加沙地带"
"Q43100","","","كشمير","কাশ্মীর","Kaschmir","Kashmir","Cachemira","Cachemire","Κασμίρ","कश्मीर","Kasmír","Kashmir","Kashmir","カシミール","카슈미르","Jammu en Kasjmir","Dżammu i Kaszmir","Caxemira","Кашмир","Kashmir","Keşmir","Kashmir","克什米尔"
"Q43296","","100","جزيرة ويك","ওয়েক দ্বীপপুঞ্জ","Wake","Wake Island","Isla Wake","Wake","Νήσος Ουέηκ","वेक द्वीप","Wake-sziget","Pulau Wake","Isola di Wake","ウェーク島","웨이크 섬","Wake","Wake","Ilha Wake","Уэйк","Wake","Wake Adası","Đảo Wake","威克島"
"Q43448","","","إقليم المحيط الهندي البريطاني","ব্রিটিশ ভারত মহাসাগরীয় এলাকা","Britisches Territorium im Indischen Ozean","British Indian Ocean Territory","Territorio Británico del Océano Índico","Territoire britannique de l'océan Indien","Βρετανικό Έδαφος Ινδικού Ωκεανού","ब्रिटिश हिंद महासागर क्षेत्र","Brit Indiai-óceáni Terület","Wilayah Samudra Hindia Britania","Territorio britannico dell'oceano Indiano","イギリス領インド洋地域","영국령 인도양 지역","Brits Indische Oceaanterritorium","Brytyjskie Terytorium Oceanu Indyjskiego","Território Britânico do Oceano Índico","Британская территория в Индийском океане","Brittiska territoriet i Indiska oceanen","Britanya Hint Okyanusu Toprakları","Lãnh thổ Ấn Độ Dương thuộc Anh","英屬印度洋領地"
"Q80389","","","جزر الكوريل","কুরিল দ্বীপপুঞ্জ","Kurilen","Kuril Islands","Islas Kuriles","îles Kouriles","Κουρίλες","कुरील द्वीप समूह","Kuril-szigetek","Kepulauan Kuril","Isole Curili","千島列島","쿠릴 열도","Koerilen","Wyspy Kurylskie","Ilhas Curilas","Курильские острова","Kurilerna","Kuril Adaları","Quần đảo Kuril","千島群島"
"Q44302","","","قرة باغ","নাগোরনো-কারাবাখ","Bergkarabach","Nagorno-Karabakh","Nagorno Karabaj","Haut-Karabagh","Ναγκόρνο-Καραμπάχ","नागोर्नो-काराबाख़","Hegyi-Karabah","Nagorno-Karabakh","Nagorno Karabakh","ナゴルノ・カラバフ","나고르노카라바흐","Nagorno-Karabach","Górski Karabach","Nagorno-Karabakh","Нагорный Карабах","Nagorno-Karabach","Dağlık Karabağ","Nagorno-Karabakh","納戈爾諾-卡拉巴赫"
"Q118223","","","","","Südliche Sandwichinseln","South Sandwich Islands","Islas Sandwich del Sur","Îles Sandwich du Sud","","","","","Isole Sandwich Australi","","","South Sandwich Islands","Sandwich Południowy","Ilhas Sandwich do Sul","Южные Сандвичевы острова","Sydsandwichöarna","","","南桑威奇群島"
"Q116970","","","مقاطعة الأمم المتحدة العازلة في قبرص","সাইপ্রাস জাতিসংঘ বাফার জোন","UN-Pufferzone in Zypern","United Nations Buffer Zone in Cyprus","Línea Verde","ligne verte","Πράσινη Γραμμή","संयुक्त राष्ट्र बफर क्षेत्र","Zöld vonal","United Nations Buffer Zone di Cyprus","Linea Verde","グリーンライン","유엔 키프로스 완충 지대","VN-Bufferzone","Zielona linia","Linha Verde","Зелёная линия","FN:s buffertzon på Cypern","Yeşil Hat","Vùng đệm Liên Hiệp Quốc ở Cộng hòa Síp","賽普勒斯聯合國緩衝區"
"Q83210","","","هضبة الجولان","গোলান মালভূমি","Golanhöhen","Golan Heights","Altos del Golán","Golan","Υψώματα του Γκολάν","golan","Golán-fennsík","Dataran Tinggi Golan","Alture del Golan","ゴラン高原","골란 고원","Golanhoogten","Wzgórza Golan","Colinas de Golã","Голанские высоты","Golanhöjderna","Golan Tepeleri","Cao nguyên Golan","戈蘭高地"
"Q130574","","","جزر إشفارن","","Islas Chafarinas","Chafarinas Islands","Islas Chafarinas","Îles Zaffarines","","","","Islas Chafarinas","Isole Chafarinas","チャファリナス諸島","","Islas Chafarinas","Islas Chafarinas","Ilhas Chafarinas","Чафаринас","Islas Chafarinas","Chafarinas Adaları","Islas Chafarinas","舍法林群岛"
"Q167217","","","جزيرة أبو موسى","আবু মুসা দ্বীপ","Abu Musa","Abu Musa","Abu Musa","Abu Moussa","Αμπού Μούσα","","","Abu Musa","Abu Musa","アブー・ムーサー島","","Abu Musa","Abu Musa","","Абу-Мусса","Abu Musa Island","Abu Musa","","阿布穆萨岛"
"Q191146","","","جزيرة قميرة","","Peñón de Vélez de la Gomera","Peñón de Vélez de la Gomera","Peñón de Vélez de la Gomera","Peñón de Vélez de la Gomera","Πενιόν ντε Βέλεθ δε λα Γομέρα","","","Peñón de Vélez de la Gomera","Peñón de Vélez de la Gomera","ペニョン・デ・ベレス・デ・ラ・ゴメラ","페뇽데벨레스데라고메라 섬","Peñón de Vélez de la Gomera","Peñón de Vélez de la Gomera","Ilhote de Vélez de la Gomera","Пеньон-де-Велес-де-ла-Гомера","Penon de Velez de la Gomera","Peñón de Vélez","Peñón de Vélez de la Gomera","戈梅拉岛"
"Q165413","","73127","بايكونور","বাইকুনোর","Baikonur","Baikonur","Baikonur","Baïkonour","Μπαϊκονούρ","बायकोनूर","Bajkonur","Baykonur","Bayqoñyr","バイコヌール","바이코누르","Bajkonoer","Bajkonur","Baikonur","Байконур","Bajkonur","Baykonur","Baikonur","拜科努爾"
"Q191750","","","جزيرة تورة","","Isla del Perejil","Perejil Island","Isla de Perejil","îlot Persil","Περεχίλ","","Petrezselyem-sziget","Pulau Perejil","Perejil","ペレヒル島","","Peterselie-eiland","Perejil","Ilha de Perejil","Перехиль","Isla Perejil","Perejil Adası","","佩雷希爾島"
"Q193089","","","جزيرة يوروبا","","Europa","Europa Island","Isla Europa","île Europa","Νήσος Ευρώπη","","Európa-sziget","Pulau Europa","Europa","ユローパ島","","Europa","Europa","Ilha Europa","Европа","Europa","","Đảo Europa","欧罗巴岛"
"Q200130","","4567982","آزاد كشمير","আজাদ কাশ্মীর","Asad Jammu und Kaschmir","Azad Kashmir","Azad Cachemira","Azad Cachemire","Αζάντ Κασμίρ","आज़ाद कश्मीर","","Azad Kashmir","Azad Kashmir","アザド・カシミール","아자드 카슈미르 주","Azad Kasjmir","Azad Dżammu i Kaszmir","Caxemira Livre","Азад Кашмир","Azad Kashmir","Azad Keşmir","Azad Kashmir","自由克什米爾"
"Q200697","","1155755","غلغت-بلتستان","গিলগিত-বালতিস্তান","Gilgit-Baltistan","Gilgit-Baltistan","Gilgit-Baltistán","Gilgit-Baltistan","Γκιλγκίτ-Μπαλτιστάν","गिलगित-बाल्तिस्तान","","Gilgit–Baltistan","Gilgit-Baltistan","ギルギット・バルティスタン州","길기트발티스탄","Gilgit-Baltistan","Gilgit-Baltistan","Gilgit-Baltistão","Гилгит-Балтистан","Gilgit-Baltistan","Gilgit-Baltistan","Gilgit-Baltistan","吉尔吉特-巴尔蒂斯坦"
"Q206137","","","","","Rockall","Rockall","Rockall","Rockall","","","Rockall","Rockall","Rockall","ロッコール島","로칼 섬","Rockall","Rockall","Rockall","Роколл","Rockall","Rockall","Rockall","羅科爾"
"Q215664","","","جزر سبراتلي","স্প্র্যাটলি দ্বীপপুঞ্জ","Spratly-Inseln","Spratly Islands","Islas Spratly","Îles Spratleys","Νησιά Σπράτλι","स्प्रैटली द्वीप समूह","Spratly-szigetek","Kepulauan Spratly","Isole Spratly","南沙諸島","스프래틀리 군도","Spratly-eilanden","Wyspy Spratly","Ilhas Spratly","Острова Спратли","Spratlyöarna","Spratly Adaları","Quần đảo Trường Sa","南沙群岛"
"Q220601","","","بصاص الهند","","Bassas da India","Bassas da India","Bassas da India","Bassas da India","Ύφαλος Ινδίας","","Bassas da India","Bassas da India","Bassas da India","バサス・ダ・インディア","","Bassas da India","Bassas da India","Bassas da Índia","Бассас-да-Индия","Bassas da India","Bassas da India","Bassas da India","印度礁"
"Q230830","","","أكساي تشين","আকসাই চীন","Aksai Chin","Aksai Chin","Aksai Chin","Aksai Chin","Ακσάι Τσιν","अक्साई चिन","","Aksai Chin","Aksai Chin","アクサイチン","아커사이친","Aksai Chin","Aksai Chin","Aksai Chin","Аксайчин","Aksai Chin","Aksai Çin","Aksai Chin","阿克赛钦"
"Q234208","","","جزيرة تروملين","","Tromelin","Tromelin Island","Isla Tromelin","île Tromelin","Νήσος Τρομελέν","","Tromelin-sziget","Pulau Tromelin","Tromelin","トロメリン島","","Tromelin","Tromelin","Ilha Tromelin","Тромлен","Tromelinön","Tromelin Adası","Tromelin","特罗姆兰岛"
"Q237034","","","","","Juan de Nova","Juan de Nova Island","Isla Juan de Nova","île Juan de Nova","Νήσος Χουάν ντε Νόβα","","Juan de Nova","Pulau Juan de Nova","Juan de Nova","フアン・デ・ノヴァ島","","Juan de Nova","Juan de Nova","Ilha de João da Nova","Жуан-ди-Нова","Juan de Nova","Juan De Nova Adası","Juan de Nova","新胡安岛"
"Q236601","","","جزر كلوريوسو","","Îles Glorieuses","Glorioso Islands","Islas Gloriosas","îles Glorieuses","Ένδοξες Νήσοι","","Glorioso-szigetek","Kepulauan Glorioso","Isole Glorioso","グロリオソ諸島","","Glorieuzen","Glorieuses","Ilhas Gloriosas","Глорьёз","Glorieusesöarna","Glorioso Adası","Quần đảo Glorieuses","格洛里厄斯群岛"
"Q274388","","","جزر باراسيل","প্যারাসেল দ্বীপপুঞ্জ","Paracel-Inseln","Paracel Islands","Islas Paracelso","Îles Paracels","Νησιά Παρασέλ","पारासेल द्वीपसमूह","","Kepulauan Paracel","Isole Paracel","西沙諸島","파라셀 제도","Paraceleilanden","Wyspy Paracelskie","Ilhas Paracel","Парасельские острова","Paracelöarna","Paracel Adaları","Quần đảo Hoàng Sa","西沙群岛"
"Q331990","","","منطقة كورية منزوعة السلاح","কোরীয় অসামরিকীকৃত অঞ্চল","Demilitarisierte Zone","Korean Demilitarized Zone","Zona desmilitarizada de Corea","Zone coréenne démilitarisée","","","Koreai demilitarizált övezet","Zona Demiliterisasi Korea","Zona demilitarizzata coreana","軍事境界線","한반도 비무장 지대","DMZ Korea","Koreańska Strefa Zdemilitaryzowana","Zona Desmilitarizada da Coreia","Демилитаризованная зона","Koreas demilitariserade zon","Kore Tarafsız Bölgesi","Khu phi quân sự Triều Tiên","朝韩非军事区"
"Q336494","","","أبيي","","Abyei","Abyei","Abyei","Abiyé","","","","","Abyei","アビエイ","아비에이","Abyei","","Abyei","Абьей","Abyei","","","阿卜耶伊"
"Q333946","","","نهر سياتشن الجليدي","সিয়াচেন হিমবাহ","Siachen-Gletscher","Siachen Glacier","Glaciar de Siachen","Glacier de Siachen","Παγετώνας Σιατσέν","सियाचीन","Siachen-gleccser","Siachen Glacier","ghiacciaio Siachen","シアチェン氷河","시아첸 빙하","Siachengletsjer","Lodowiec Siachen","Glaciar de Siachen","Сиачен","Siachen Glaciären","Siachen Buzulu","Sông băng Siachen","锡亚琴冰川"
"Q628716","","","سكاربورو شول","স্কারবোরো সোয়াল","Scarborough-Riff","Scarborough Shoal","Bajo de Masinloc","Récif de Scarborough","Ύφαλος Σκάρμπορο","स्कारबरो शोल","Scarborough-zátony","Gosong Scarborough","Scarborough Shoal","スカボロー礁","스카버러 암초","Scarborough-rif","Huangyan Dao","Recife de Scarborough","Скарборо-Шол","Scarboroughrevet","Scarborough Shoal","Bãi cạn Scarborough","黄岩岛"
"Q605714","","","حوض دونيتس","","Donezbecken","Donbass","Cuenca Donéts","Donbass","Ντονμπάς","","","Donbas","Bacino del Donec","ドンバス","돈바스","Donetsbekken","Donieckie Zagłębie Węglowe","Bacia Donets","Донбасс","Donetsbäckenet","Donets Havzası","Donbas","顿巴斯"
"Q488052","","11977","أولايفينزا","","Olivenza","Olivenza","Olivenza","Olivenza","","","Olivenza","","Olivenza","オリベンサ","올리벤사","Olivenza","Olivenza","Olivença","Оливенса","Olivenza","Olivenza","Olivenza","奥利文萨"
"Q681389","","0","","","Hans-Insel","Hans Island","Isla Hans","île Hans","","","","Pulau Hans","Isola Hans","ハンス島","한스 섬","Hanseiland","Hans","Ilha Hans","остров Ганса","Hans ö","","Đảo Hans","漢斯島"
"Q790669","","","","","Aves","Isla Aves","Isla de Aves","Isla de Aves","","","","Pulau Aves","Aves","アベス島","아베스 섬","Isla Aves","Wyspa Ptasia","Ilha das Aves","Авес","Avesön","","","阿韦斯岛"
"Q816253","","","","","Guayana Esequiba","Guayana Esequiba","Guayana Esequiba","Guayana Esequiba","","","","Guayana Esequiba","Guayana Esequiba","グアヤナエセキバ","과야나에세키바","Guayana Esequiba","","Guaiana Essequiba","Гайана-Эссекибо","Guayana Esequiba","","","西属圭亚那"
"Q1057797","","","","","","Demchok","","","","डेमचोक","","","","デムチョク","","Demchok","Demchok","","Демчок","","","","巴里加斯"
"Q907112","","505153","ترانسنيستريا","ট্রান্সনিস্ত্রিয়া","Transnistrien","Pridnestrovian Moldavian Republic","Transnistria","Transnistrie","Υπερδνειστερία","ट्रांसनिस्त्रिया","Dnyeszter Menti Köztársaság","Transnistria","Transnistria","沿ドニエストル共和国","트란스니스트리아","Transnistrië","Naddniestrze","Transnístria","Приднестровская Молдавская Республика","Transnistrien","Transdinyester","Transnistria","德涅斯特河沿岸"
"Q1137202","","","","","Südgeorgien","South Georgia","Georgia del Sur","Géorgie du Sud","","","","","Georgia del Sud","サウスジョージア島","사우스조지아 섬","Zuid-Georgia","Georgia Południowa","Geórgia do Sul","Южная Георгия","Sydgeorgien","","","南喬治亞島"
"Q1128488","","","","","Swains Island","Swains Island","Isla Swains","Swains","","","","","Isola Swains","スウェインズ島","","Swains","Swains Island","Ilha Swains","Суэйнс","Swainsön","","","斯温斯岛"
"Q1133272","","","مزارع شبعا","","Schebaa-Farmen","Shebaa farms","Granjas de Shebaa","Fermes de Chebaa","","","","Ladang Shebaa","Fattorie di Sheb'a","シェバー・ファームズ","","Shebaa-boerderijen","","Fazendas de Shebaa","Ферма Шебаа","Shebaagårdarna","","","舍巴農場"
"Q1169008","","0","ضفة سيرانيلا","সেরানিলা তীর","Serranilla Bank","Serranilla Bank","Isla Serranilla","Banc de Serranilla","Νησί Σερρανίλλα Μπανκ","सेरानिला तट","Serranilla-sziget","Tepi Serranilla","Isola Serranilla","セラニャ・バンク","세라냐 뱅크","Serranilla","Isla Serranilla","Ilha Serranilla","Серранилья-Банк","Serranilla Bank","Serranilla Bank","Serranilla Bank","塞拉纳浅滩"
"Q1257783","","0","ضفة باجو نيوفو","বাজো নুয়েভো তীর","Bajo-Nuevo-Bank","Bajo Nuevo Bank","Bajo Nuevo","Banc de Bajo Nuevo","Μπάτζο Νουέβο Μπανκ","बाखो न्युएवो तट","Petrel-szigetek","Tepi Bajo Nuevo","Bajo Nuevo Bank","バホヌエボ","바호 누에보 뱅크","Bajo Nuevo","Bajo Nuevo","Ilha Baixo Novo","Бахо-Нуэво","Bajo Nuevo","Bajo Nuevo Bank","Bajo Nuevo Bank","巴霍努埃沃礁"
"Q2000838","","","جزيرة صنافير","","Sanafir","Sanafir Island","Isla Sanafir","Sanafir","Νήσος Σαναφίρ","","","","Isola di Sanafir","","","Sanafir","Sanafir","","Санафир","Jazīrat Şanāfīr","Sanafir Adası","","塞納菲爾島"
"Q1428532","","","قوة الأمم المتحدة لمراقبة فض الاشتباك","","United Nations Disengagement Observer Force","United Nations Disengagement Observer Force Zone","Fuerza de las Naciones Unidas de Observación de la Separación","Force des Nations unies chargée d’observer le dégagement","","","","","UNDOF","国際連合兵力引き離し監視軍","","UNDOF","UNDOF","UNDOF","Зона Сил ООН по наблюдению за разъединением","","","","聯合國脫離接觸觀察員部隊"
"Q1819167","","","","","Shaksgam-Tal","Trans-Karakoram Tract","Valle Shaksgam","Vallée de Shaksgam","","ट्रांस काराकोरम ट्रैक्ट","","","Shaksgam","トランス・カラコルム地域","카라코람 회랑","Shaksgam","","Vale de Shaksgam","Долина Шаксгама","","","","沙克思干谷地"
"Q1909475","","","","","Matthew- und Hunterinseln","Matthew and Hunter Islands","Islas Matthew y Hunter","Île Matthew","","","","","Isole Matthew e Hunter","マシュー島","","Matthew- en Huntereiland","","Ilhas Matthew e Hunter","","","","","马修岛"
"Q973527","","","","","Ilemi-Dreieck","Ilemi Triangle","Triángulo de Ilemi","Triangle d'Ilemi","","इलेमी त्रिकोण","","","Triangolo di Ilemi","イレミ・トライアングル","일레미 삼각지구","Ilemi-driehoek","Trójkąt Ilemi","Triângulo de Ilemi","Треугольник Илеми","","","",""
"Q22088930","","","","","","Naval Support Facility Diego Garcia","","","Ναυτική Εγκατάσταση Υποστήριξης Ντιέγκο Γκαρσία","","","","","","","","","","","","","",""
"Q766270","","","","","","Sapodilla Cayes","Cayo Sapodilla","","","","","","","","","","","","","","","",""
"Q3395223","","","","","","Atacama border dispute","Corredor de Atacama","","","","","","","アタカマ紛争","","","","","","","","",""
"Q5671580","","","","","","Tigri Area","Región de Tigri","","","","","","","チグリ地域","","Tigri-gebied","","Região de Tigri","","","","",""
"Q762570","","","قاعدة غوانتانامو","গুয়ানতানামো বে কারাগার নৌবাহিনী বেস","Guantanamo Bay Naval Base","Guantanamo Bay Naval Base","Base Naval de la Bahía de Guantánamo","base navale de la baie de Guantánamo","Ναυτική Βάση του Κόλπου του Γκουαντάναμο","ग्वांटानैमो खाड़ी नौसेना बेस","guantánamói haditengerészeti támaszpont","Pangkalan Laut Teluk Guantanamo","Base navale di Guantanamo","グァンタナモ米軍基地","관타나모 만 해군 기지","Guantánamo Bay","Naval Station Guantanamo Bay","Base Naval da Baía de Guantánamo","Военная база Гуантанамо","Guantánamobasen","Guantanamo Bay","Căn cứ Hải quân vịnh Guantánamo",""
"Q191697","","","صخرة الحسيمة","","Peñón de Alhucemas","Peñón de Alhucemas","Peñón de Alhucemas","Peñón de Alhucemas","","","","Peñón de Alhucemas","Peñón de Alhucemas","ペニョン・デ・アルセマス","","Peñón de Alhucemas","Peñón de Alhucemas","Ilhote de Alhucemas","Пеньон-де-Алусемас","Penon de Alhucemas","","Peñón de Alhucemas",""
